-fno-vectorize,-fopenmp,-DN=512,-O0,OMP_NUM_THREADS,Run_Iteration,Result
True,True,-DN=2048,-O0,15,1,0.964425
True,True,-DN=2048,-O0,16,1,0.923882
True,True,-DN=2048,-O2,1,1,1.930025
True,True,-DN=2048,-O2,2,1,1.030155
True,True,-DN=2048,-O2,3,1,0.686561
True,True,-DN=2048,-O2,4,1,0.519392
True,True,-DN=2048,-O2,5,1,0.42454
True,True,-DN=2048,-O2,6,1,0.363222
True,True,-DN=2048,-O2,7,1,0.319205
True,True,-DN=2048,-O2,8,1,0.333088
True,True,-DN=2048,-O2,9,1,0.280174
True,True,-DN=2048,-O2,10,1,0.248313
True,True,-DN=2048,-O2,11,1,0.222778
True,True,-DN=2048,-O2,12,1,0.177085
True,True,-DN=2048,-O2,13,1,0.175448
True,True,-DN=2048,-O2,14,1,0.169432
True,True,-DN=2048,-O2,15,1,0.20721
True,True,-DN=2048,-O2,16,1,0.189969
True,True,-DN=2048,-O3,1,1,2.048745
True,True,-DN=2048,-O3,2,1,0.992295
True,True,-DN=2048,-O3,3,1,0.657887
True,True,-DN=2048,-O3,4,1,0.533783
True,True,-DN=2048,-O3,5,1,0.390921
True,True,-DN=2048,-O3,6,1,0.35205
True,True,-DN=2048,-O3,7,1,0.335411
True,True,-DN=2048,-O3,8,1,0.287232
True,True,-DN=2048,-O3,9,1,0.273771
True,True,-DN=2048,-O3,10,1,0.228918
True,True,-DN=2048,-O3,11,1,0.218331
True,True,-DN=2048,-O3,12,1,0.198881
True,True,-DN=2048,-O3,13,1,0.218932
True,True,-DN=2048,-O3,14,1,0.180374
True,True,-DN=2048,-O3,15,1,0.180308
True,True,-DN=2048,-O3,16,1,0.192773
True,False,-DN=512,-O0,1,1,0.155354
True,False,-DN=512,-O0,2,1,0.156335
True,False,-DN=512,-O0,3,1,0.153043
True,False,-DN=512,-O0,4,1,0.15311
True,False,-DN=512,-O0,5,1,0.152892
True,False,-DN=512,-O0,6,1,0.15321
True,False,-DN=512,-O0,7,1,0.154069
True,False,-DN=512,-O0,8,1,0.152342
True,False,-DN=512,-O0,9,1,0.151015
True,False,-DN=512,-O0,10,1,0.153576
True,False,-DN=512,-O0,11,1,0.153972
True,False,-DN=512,-O0,12,1,0.151727
True,False,-DN=512,-O0,13,1,0.15235
True,False,-DN=512,-O0,14,1,0.15086
True,False,-DN=512,-O0,15,1,0.151839
True,False,-DN=512,-O0,16,1,0.151223
True,False,-DN=512,-O2,1,1,0.016315
True,False,-DN=512,-O2,2,1,0.015671
True,False,-DN=512,-O2,3,1,0.015355
True,False,-DN=512,-O2,4,1,0.015737
True,False,-DN=512,-O2,5,1,0.01516
True,False,-DN=512,-O2,6,1,0.015614
True,False,-DN=512,-O2,7,1,0.015145
True,False,-DN=512,-O2,8,1,0.015611
True,False,-DN=512,-O2,9,1,0.015798
True,False,-DN=512,-O2,10,1,0.015161
True,False,-DN=512,-O2,11,1,0.015856
True,False,-DN=512,-O2,12,1,0.015155
True,False,-DN=512,-O2,13,1,0.015404
True,False,-DN=512,-O2,14,1,0.016343
True,False,-DN=512,-O2,15,1,0.015662
True,False,-DN=512,-O2,16,1,0.016038
True,False,-DN=512,-O3,1,1,0.015492
True,False,-DN=512,-O3,2,1,0.015704
True,False,-DN=512,-O3,3,1,0.01598
True,False,-DN=512,-O3,4,1,0.015062
True,False,-DN=512,-O3,5,1,0.01547
True,False,-DN=512,-O3,6,1,0.015451
True,False,-DN=512,-O3,7,1,0.015727
True,False,-DN=512,-O3,8,1,0.0152
True,False,-DN=512,-O3,9,1,0.015409
True,False,-DN=512,-O3,10,1,0.01518
True,False,-DN=512,-O3,11,1,0.015752
True,False,-DN=512,-O3,12,1,0.015911
True,False,-DN=512,-O3,13,1,0.015592
True,False,-DN=512,-O3,14,1,0.01586
True,False,-DN=512,-O3,15,1,0.015246
True,False,-DN=512,-O3,16,1,0.015735
True,False,-DN=513,-O0,1,1,0.152509
True,False,-DN=513,-O0,2,1,0.15276
True,False,-DN=513,-O0,3,1,0.152363
True,False,-DN=513,-O0,4,1,0.152826
True,False,-DN=513,-O0,5,1,0.153301
True,False,-DN=513,-O0,6,1,0.15589
True,False,-DN=513,-O0,7,1,0.155515
True,False,-DN=513,-O0,8,1,0.154217
True,False,-DN=513,-O0,9,1,0.153166
True,False,-DN=513,-O0,10,1,0.154654
True,False,-DN=513,-O0,11,1,0.153328
True,False,-DN=513,-O0,12,1,0.152131
True,False,-DN=513,-O0,13,1,0.154072
True,False,-DN=513,-O0,14,1,0.154688
True,False,-DN=513,-O0,15,1,0.154977
True,False,-DN=513,-O0,16,1,0.152829
True,False,-DN=513,-O2,1,1,0.017629
True,False,-DN=513,-O2,2,1,0.017281
True,False,-DN=513,-O2,3,1,0.017685
True,False,-DN=513,-O2,4,1,0.017316
True,False,-DN=513,-O2,5,1,0.017116
True,False,-DN=513,-O2,6,1,0.017707
True,False,-DN=513,-O2,7,1,0.017774
True,False,-DN=513,-O2,8,1,0.017165
True,False,-DN=513,-O2,9,1,0.017956
True,False,-DN=513,-O2,10,1,0.017272
True,False,-DN=513,-O2,11,1,0.017476
True,False,-DN=513,-O2,12,1,0.017746
True,False,-DN=513,-O2,13,1,0.017819
True,False,-DN=513,-O2,14,1,0.017777
True,False,-DN=513,-O2,15,1,0.017267
True,False,-DN=513,-O2,16,1,0.017589
True,False,-DN=513,-O3,1,1,0.017563
True,False,-DN=513,-O3,2,1,0.017488
True,False,-DN=513,-O3,3,1,0.01758
True,False,-DN=513,-O3,4,1,0.017973
True,False,-DN=513,-O3,5,1,0.017214
True,False,-DN=513,-O3,6,1,0.017784
True,False,-DN=513,-O3,7,1,0.018037
True,False,-DN=513,-O3,8,1,0.017466
True,False,-DN=513,-O3,9,1,0.017783
True,False,-DN=513,-O3,10,1,0.017868
True,False,-DN=513,-O3,11,1,0.017723
True,False,-DN=513,-O3,12,1,0.017597
True,False,-DN=513,-O3,13,1,0.017623
True,False,-DN=513,-O3,14,1,0.017718
True,False,-DN=513,-O3,15,1,0.017768
True,False,-DN=513,-O3,16,1,0.017948
True,False,-DN=1000,-O0,1,1,1.158501
True,False,-DN=1000,-O0,2,1,1.144596
True,False,-DN=1000,-O0,3,1,1.143882
True,False,-DN=1000,-O0,4,1,1.159766
True,False,-DN=1000,-O0,5,1,1.151819
True,False,-DN=1000,-O0,6,1,1.159466
True,False,-DN=1000,-O0,7,1,1.157308
True,False,-DN=1000,-O0,8,1,1.159896
True,False,-DN=1000,-O0,9,1,1.164747
True,False,-DN=1000,-O0,10,1,1.1548
True,False,-DN=1000,-O0,11,1,1.15808
True,False,-DN=1000,-O0,12,1,1.142729
True,False,-DN=1000,-O0,13,1,1.164165
True,False,-DN=1000,-O0,14,1,1.154827
True,False,-DN=1000,-O0,15,1,1.159241
True,False,-DN=1000,-O0,16,1,1.15139
True,False,-DN=1000,-O2,1,1,0.114637
True,False,-DN=1000,-O2,2,1,0.117701
True,False,-DN=1000,-O2,3,1,0.116777
True,False,-DN=1000,-O2,4,1,0.111602
True,False,-DN=1000,-O2,5,1,0.112238
True,False,-DN=1000,-O2,6,1,0.113576
True,False,-DN=1000,-O2,7,1,0.116548
True,False,-DN=1000,-O2,8,1,0.111713
True,False,-DN=1000,-O2,9,1,0.11245
True,False,-DN=1000,-O2,10,1,0.112332
True,False,-DN=1000,-O2,11,1,0.111384
True,False,-DN=1000,-O2,12,1,0.111239
True,False,-DN=1000,-O2,13,1,0.112762
True,False,-DN=1000,-O2,14,1,0.111356
True,False,-DN=1000,-O2,15,1,0.110984
True,False,-DN=1000,-O2,16,1,0.110783
True,False,-DN=1000,-O3,1,1,0.11084
True,False,-DN=1000,-O3,2,1,0.119446
True,False,-DN=1000,-O3,3,1,0.112998
True,False,-DN=1000,-O3,4,1,0.113058
True,False,-DN=1000,-O3,5,1,0.111448
True,False,-DN=1000,-O3,6,1,0.111838
True,False,-DN=1000,-O3,7,1,0.112143
True,False,-DN=1000,-O3,8,1,0.113331
True,False,-DN=1000,-O3,9,1,0.117713
True,False,-DN=1000,-O3,10,1,0.115072
True,False,-DN=1000,-O3,11,1,0.112564
True,False,-DN=1000,-O3,12,1,0.115756
True,False,-DN=1000,-O3,13,1,0.110778
True,False,-DN=1000,-O3,14,1,0.111806
True,False,-DN=1000,-O3,15,1,0.114798
True,False,-DN=1000,-O3,16,1,0.115893
True,False,-DN=1024,-O0,1,1,1.230949
True,False,-DN=1024,-O0,2,1,1.235494
True,False,-DN=1024,-O0,3,1,1.236996
True,False,-DN=1024,-O0,4,1,1.232466
True,False,-DN=1024,-O0,5,1,1.228281
True,False,-DN=1024,-O0,6,1,1.22142
True,False,-DN=1024,-O0,7,1,1.227286
True,False,-DN=1024,-O0,8,1,1.241044
True,False,-DN=1024,-O0,9,1,1.231543
True,False,-DN=1024,-O0,10,1,1.238312
True,False,-DN=1024,-O0,11,1,1.219193
True,False,-DN=1024,-O0,12,1,1.240291
True,False,-DN=1024,-O0,13,1,1.236297
True,False,-DN=1024,-O0,14,1,1.237421
True,False,-DN=1024,-O0,15,1,1.23836
True,False,-DN=1024,-O0,16,1,1.245406
True,False,-DN=1024,-O2,1,1,0.120339
True,False,-DN=1024,-O2,2,1,0.120105
True,False,-DN=1024,-O2,3,1,0.119905
True,False,-DN=1024,-O2,4,1,0.119978
True,False,-DN=1024,-O2,5,1,0.119899
True,False,-DN=1024,-O2,6,1,0.119809
True,False,-DN=1024,-O2,7,1,0.120715
True,False,-DN=1024,-O2,8,1,0.120846
True,False,-DN=1024,-O2,9,1,0.121291
True,False,-DN=1024,-O2,10,1,0.120288
True,False,-DN=1024,-O2,11,1,0.119756
True,False,-DN=1024,-O2,12,1,0.120498
True,False,-DN=1024,-O2,13,1,0.123561
True,False,-DN=1024,-O2,14,1,0.123378
True,False,-DN=1024,-O2,15,1,0.120295
True,False,-DN=1024,-O2,16,1,0.122548
True,False,-DN=1024,-O3,1,1,0.120076
True,False,-DN=1024,-O3,2,1,0.12008
True,False,-DN=1024,-O3,3,1,0.119807
True,False,-DN=1024,-O3,4,1,0.121392
True,False,-DN=1024,-O3,5,1,0.120723
True,False,-DN=1024,-O3,6,1,0.119586
True,False,-DN=1024,-O3,7,1,0.121712
True,False,-DN=1024,-O3,8,1,0.120375
True,False,-DN=1024,-O3,9,1,0.120104
True,False,-DN=1024,-O3,10,1,0.122889
True,False,-DN=1024,-O3,11,1,0.119385
True,False,-DN=1024,-O3,12,1,0.123134
True,False,-DN=1024,-O3,13,1,0.122176
True,False,-DN=1024,-O3,14,1,0.119616
True,False,-DN=1024,-O3,15,1,0.118736
True,False,-DN=1024,-O3,16,1,0.11985
True,False,-DN=2000,-O0,1,1,9.994764
True,False,-DN=2000,-O0,2,1,9.950801
True,False,-DN=2000,-O0,3,1,9.90424
True,False,-DN=2000,-O0,4,1,10.058894
True,False,-DN=2000,-O0,5,1,10.027668
True,False,-DN=2000,-O0,6,1,10.016906
True,False,-DN=2000,-O0,7,1,10.070795
True,False,-DN=2000,-O0,8,1,9.876233
True,False,-DN=2000,-O0,9,1,9.889335
True,False,-DN=2000,-O0,10,1,9.934279
True,False,-DN=2000,-O0,11,1,10.013063
True,False,-DN=2000,-O0,12,1,9.854375
True,False,-DN=2000,-O0,13,1,9.944653
True,False,-DN=2000,-O0,14,1,10.020798
True,False,-DN=2000,-O0,15,1,10.036273
True,False,-DN=2000,-O0,16,1,9.965779
True,False,-DN=2000,-O2,1,1,1.556432
True,False,-DN=2000,-O2,2,1,1.550695
True,False,-DN=2000,-O2,3,1,1.588715
True,False,-DN=2000,-O2,4,1,1.418712
True,False,-DN=2000,-O2,5,1,1.318106
True,False,-DN=2000,-O2,6,1,1.486413
True,False,-DN=2000,-O2,7,1,1.55192
True,False,-DN=2000,-O2,8,1,1.503101
True,False,-DN=2000,-O2,9,1,1.422692
True,False,-DN=2000,-O2,10,1,1.564138
True,False,-DN=2000,-O2,11,1,1.387546
True,False,-DN=2000,-O2,12,1,1.402261
True,False,-DN=2000,-O2,13,1,1.512519
True,False,-DN=2000,-O2,14,1,1.50094
True,False,-DN=2000,-O2,15,1,1.497277
True,False,-DN=2000,-O2,16,1,1.33543
True,False,-DN=2000,-O3,1,1,1.507493
True,False,-DN=2000,-O3,2,1,1.502343
True,False,-DN=2000,-O3,3,1,1.436185
True,False,-DN=2000,-O3,4,1,1.519855
True,False,-DN=2000,-O3,5,1,1.4472
True,False,-DN=2000,-O3,6,1,1.508292
True,False,-DN=2000,-O3,7,1,1.364447
True,False,-DN=2000,-O3,8,1,1.501067
True,False,-DN=2000,-O3,9,1,1.329383
True,False,-DN=2000,-O3,10,1,1.357061
True,False,-DN=2000,-O3,11,1,1.392246
True,False,-DN=2000,-O3,12,1,1.536128
True,False,-DN=2000,-O3,13,1,1.38637
True,False,-DN=2000,-O3,14,1,1.514268
True,False,-DN=2000,-O3,15,1,1.410648
True,False,-DN=2000,-O3,16,1,1.524673
True,False,-DN=2048,-O0,1,1,10.703926
True,False,-DN=2048,-O0,2,1,10.748742
True,False,-DN=2048,-O0,3,1,10.647564
True,False,-DN=2048,-O0,4,1,10.77941
True,False,-DN=2048,-O0,5,1,10.773488
True,False,-DN=2048,-O0,6,1,10.648468
True,False,-DN=2048,-O0,7,1,10.791111
True,False,-DN=2048,-O0,8,1,10.700912
True,False,-DN=2048,-O0,9,1,10.610437
True,False,-DN=2048,-O0,10,1,10.806128
True,False,-DN=2048,-O0,11,1,10.82972
True,False,-DN=2048,-O0,12,1,10.626638
True,False,-DN=2048,-O0,13,1,10.69105
True,False,-DN=2048,-O0,14,1,10.82152
True,False,-DN=2048,-O0,15,1,10.651512
True,False,-DN=2048,-O0,16,1,10.82793
True,False,-DN=2048,-O2,1,1,1.983616
True,False,-DN=2048,-O2,2,1,2.004741
True,False,-DN=2048,-O2,3,1,1.995733
True,False,-DN=2048,-O2,4,1,2.012638
True,False,-DN=2048,-O2,5,1,1.889663
True,False,-DN=2048,-O2,6,1,1.846067
True,False,-DN=2048,-O2,7,1,1.773556
True,False,-DN=2048,-O2,8,1,1.959666
True,False,-DN=2048,-O2,9,1,1.97017
True,False,-DN=2048,-O2,10,1,2.023379
True,False,-DN=2048,-O2,11,1,1.948717
True,False,-DN=2048,-O2,12,1,1.956832
True,False,-DN=2048,-O2,13,1,1.917421
True,False,-DN=2048,-O2,14,1,1.932353
True,False,-DN=2048,-O2,15,1,2.016147
True,False,-DN=2048,-O2,16,1,2.045802
True,False,-DN=2048,-O3,1,1,1.835869
True,False,-DN=2048,-O3,2,1,1.935997
True,False,-DN=2048,-O3,3,1,1.957186
True,False,-DN=2048,-O3,4,1,1.847544
True,False,-DN=2048,-O3,5,1,1.940526
True,False,-DN=2048,-O3,6,1,1.908507
True,False,-DN=2048,-O3,7,1,1.972763
True,False,-DN=2048,-O3,8,1,1.904011
True,False,-DN=2048,-O3,9,1,1.932629
True,False,-DN=2048,-O3,10,1,1.927114
True,False,-DN=2048,-O3,11,1,1.899426
True,False,-DN=2048,-O3,12,1,1.9597
True,False,-DN=2048,-O3,13,1,1.977224
True,False,-DN=2048,-O3,14,1,1.827343
True,False,-DN=2048,-O3,15,1,2.031043
True,False,-DN=2048,-O3,16,1,1.818747
False,True,-DN=512,-O0,1,1,0.204266
False,True,-DN=512,-O0,2,1,0.101731
False,True,-DN=512,-O0,3,1,0.067774
False,True,-DN=512,-O0,4,1,0.051141
False,True,-DN=512,-O0,5,1,0.042709
False,True,-DN=512,-O0,6,1,0.035171
False,True,-DN=512,-O0,7,1,0.033138
False,True,-DN=512,-O0,8,1,0.037163
False,True,-DN=512,-O0,9,1,0.030559
False,True,-DN=512,-O0,10,1,0.021706
False,True,-DN=512,-O0,11,1,0.024036
