Opt_Level,Region,Size,Run_Iteration,Result
-O3,-DTIME_REGION=2,-DSIZE=512,4,0.000354
-O3,-DTIME_REGION=2,-DSIZE=2048,4,0.02223
-O3,-DTIME_REGION=3,-DSIZE=128,4,8e-06
-O3,-DTIME_REGION=3,-DSIZE=512,4,0.000106
-O3,-DTIME_REGION=3,-DSIZE=2048,4,0.002321
-O3,-DTIME_REGION=4,-DSIZE=128,4,0.000963
-O3,-DTIME_REGION=4,-DSIZE=512,4,0.180847
-O3,-DTIME_REGION=4,-DSIZE=2048,4,46.082584
-O2,-DTIME_REGION=0,-DSIZE=128,5,0.001019
-O2,-DTIME_REGION=0,-DSIZE=512,5,0.179766
-O2,-DTIME_REGION=0,-DSIZE=2048,5,46.305838
-O2,-DTIME_REGION=1,-DSIZE=128,5,1.2e-05
-O2,-DTIME_REGION=1,-DSIZE=512,5,0.00033
-O2,-DTIME_REGION=1,-DSIZE=2048,5,0.026385
-O2,-DTIME_REGION=2,-DSIZE=128,5,1.2e-05
-O2,-DTIME_REGION=2,-DSIZE=512,5,0.000315
-O2,-DTIME_REGION=2,-DSIZE=2048,5,0.022379
-O2,-DTIME_REGION=3,-DSIZE=128,5,1.4e-05
-O2,-DTIME_REGION=3,-DSIZE=512,5,0.000244
-O2,-DTIME_REGION=3,-DSIZE=2048,5,0.004006
-O2,-DTIME_REGION=4,-DSIZE=128,5,0.000974
-O2,-DTIME_REGION=4,-DSIZE=512,5,0.178297
-O2,-DTIME_REGION=4,-DSIZE=2048,5,46.216003
-O3,-DTIME_REGION=0,-DSIZE=128,5,0.001046
-O3,-DTIME_REGION=0,-DSIZE=512,5,0.179172
-O3,-DTIME_REGION=0,-DSIZE=2048,5,46.373071
-O3,-DTIME_REGION=1,-DSIZE=128,5,7e-06
-O3,-DTIME_REGION=1,-DSIZE=512,5,0.000173
-O3,-DTIME_REGION=1,-DSIZE=2048,5,0.012815
-O3,-DTIME_REGION=2,-DSIZE=128,5,1.3e-05
-O3,-DTIME_REGION=2,-DSIZE=512,5,0.000314
-O3,-DTIME_REGION=2,-DSIZE=2048,5,0.022009
-O3,-DTIME_REGION=3,-DSIZE=128,5,9e-06
-O3,-DTIME_REGION=3,-DSIZE=512,5,0.000106
-O3,-DTIME_REGION=3,-DSIZE=2048,5,0.002429
-O3,-DTIME_REGION=4,-DSIZE=128,5,0.000865
-O3,-DTIME_REGION=4,-DSIZE=512,5,0.178348
-O3,-DTIME_REGION=4,-DSIZE=2048,5,46.297236
-O2,-DTIME_REGION=0,-DSIZE=128,6,0.000948
-O2,-DTIME_REGION=0,-DSIZE=512,6,0.179388
-O2,-DTIME_REGION=0,-DSIZE=2048,6,46.237267
-O2,-DTIME_REGION=1,-DSIZE=128,6,1.1e-05
-O2,-DTIME_REGION=1,-DSIZE=512,6,0.00031
-O2,-DTIME_REGION=1,-DSIZE=2048,6,0.025156
-O2,-DTIME_REGION=2,-DSIZE=128,6,1.3e-05
-O2,-DTIME_REGION=2,-DSIZE=512,6,0.000348
-O2,-DTIME_REGION=2,-DSIZE=2048,6,0.023017
-O2,-DTIME_REGION=3,-DSIZE=128,6,1.4e-05
-O2,-DTIME_REGION=3,-DSIZE=512,6,0.000211
-O2,-DTIME_REGION=3,-DSIZE=2048,6,0.004018
-O2,-DTIME_REGION=4,-DSIZE=128,6,0.001284
-O2,-DTIME_REGION=4,-DSIZE=512,6,0.180017
-O2,-DTIME_REGION=4,-DSIZE=2048,6,46.244543
-O3,-DTIME_REGION=0,-DSIZE=128,6,0.000977
-O3,-DTIME_REGION=0,-DSIZE=512,6,0.179342
-O3,-DTIME_REGION=0,-DSIZE=2048,6,46.200014
-O3,-DTIME_REGION=1,-DSIZE=128,6,6e-06
-O3,-DTIME_REGION=1,-DSIZE=512,6,0.000156
-O3,-DTIME_REGION=1,-DSIZE=2048,6,0.013344
-O3,-DTIME_REGION=2,-DSIZE=128,6,1.2e-05
-O3,-DTIME_REGION=2,-DSIZE=512,6,0.000363
-O3,-DTIME_REGION=2,-DSIZE=2048,6,0.022478
-O3,-DTIME_REGION=3,-DSIZE=128,6,2.5e-05
-O3,-DTIME_REGION=3,-DSIZE=512,6,0.000105
-O3,-DTIME_REGION=3,-DSIZE=2048,6,0.002399
-O3,-DTIME_REGION=4,-DSIZE=128,6,0.001186
-O3,-DTIME_REGION=4,-DSIZE=512,6,0.178621
-O3,-DTIME_REGION=4,-DSIZE=2048,6,46.214592
-O2,-DTIME_REGION=0,-DSIZE=128,7,0.001064
-O2,-DTIME_REGION=0,-DSIZE=512,7,0.17991
-O2,-DTIME_REGION=0,-DSIZE=2048,7,46.111925
-O2,-DTIME_REGION=1,-DSIZE=128,7,2.5e-05
-O2,-DTIME_REGION=1,-DSIZE=512,7,0.00031
-O2,-DTIME_REGION=1,-DSIZE=2048,7,0.026454
-O2,-DTIME_REGION=2,-DSIZE=128,7,1.3e-05
-O2,-DTIME_REGION=2,-DSIZE=512,7,0.000301
-O2,-DTIME_REGION=2,-DSIZE=2048,7,0.022394
-O2,-DTIME_REGION=3,-DSIZE=128,7,1.3e-05
-O2,-DTIME_REGION=3,-DSIZE=512,7,0.000211
-O2,-DTIME_REGION=3,-DSIZE=2048,7,0.003974
-O2,-DTIME_REGION=4,-DSIZE=128,7,0.000855
-O2,-DTIME_REGION=4,-DSIZE=512,7,0.178645
-O2,-DTIME_REGION=4,-DSIZE=2048,7,46.262917
-O3,-DTIME_REGION=0,-DSIZE=128,7,0.001009
-O3,-DTIME_REGION=0,-DSIZE=512,7,0.179831
-O3,-DTIME_REGION=0,-DSIZE=2048,7,46.47697
-O3,-DTIME_REGION=1,-DSIZE=128,7,6e-06
-O3,-DTIME_REGION=1,-DSIZE=512,7,0.000205
-O3,-DTIME_REGION=1,-DSIZE=2048,7,0.012876
-O3,-DTIME_REGION=2,-DSIZE=128,7,1.3e-05
-O3,-DTIME_REGION=2,-DSIZE=512,7,0.000308
-O3,-DTIME_REGION=2,-DSIZE=2048,7,0.02262
-O3,-DTIME_REGION=3,-DSIZE=128,7,8e-06
-O3,-DTIME_REGION=3,-DSIZE=512,7,0.000105
-O3,-DTIME_REGION=3,-DSIZE=2048,7,0.002388
-O3,-DTIME_REGION=4,-DSIZE=128,7,0.000978
-O3,-DTIME_REGION=4,-DSIZE=512,7,0.163415
-O3,-DTIME_REGION=4,-DSIZE=2048,7,46.298717
-O2,-DTIME_REGION=0,-DSIZE=128,8,0.001196
-O2,-DTIME_REGION=0,-DSIZE=512,8,0.165954
-O2,-DTIME_REGION=0,-DSIZE=2048,8,45.837904
-O2,-DTIME_REGION=1,-DSIZE=128,8,1.1e-05
-O2,-DTIME_REGION=1,-DSIZE=512,8,0.000337
-O2,-DTIME_REGION=1,-DSIZE=2048,8,0.025864
-O2,-DTIME_REGION=2,-DSIZE=128,8,1.2e-05
-O2,-DTIME_REGION=2,-DSIZE=512,8,0.000353
-O2,-DTIME_REGION=2,-DSIZE=2048,8,0.023851
-O2,-DTIME_REGION=3,-DSIZE=128,8,1.5e-05
-O2,-DTIME_REGION=3,-DSIZE=512,8,0.00021
-O2,-DTIME_REGION=3,-DSIZE=2048,8,0.003977
-O2,-DTIME_REGION=4,-DSIZE=128,8,0.001095
-O2,-DTIME_REGION=4,-DSIZE=512,8,0.178453
-O2,-DTIME_REGION=4,-DSIZE=2048,8,46.225958
-O3,-DTIME_REGION=0,-DSIZE=128,8,0.000997
-O3,-DTIME_REGION=0,-DSIZE=512,8,0.179735
-O3,-DTIME_REGION=0,-DSIZE=2048,8,46.27078
-O3,-DTIME_REGION=1,-DSIZE=128,8,6e-06
-O3,-DTIME_REGION=1,-DSIZE=512,8,0.000156
-O3,-DTIME_REGION=1,-DSIZE=2048,8,0.013442
-O3,-DTIME_REGION=2,-DSIZE=128,8,1.3e-05
-O3,-DTIME_REGION=2,-DSIZE=512,8,0.000301
-O3,-DTIME_REGION=2,-DSIZE=2048,8,0.022375
-O3,-DTIME_REGION=3,-DSIZE=128,8,7e-06
-O3,-DTIME_REGION=3,-DSIZE=512,8,0.000106
-O3,-DTIME_REGION=3,-DSIZE=2048,8,0.002315
-O3,-DTIME_REGION=4,-DSIZE=128,8,0.000919
-O3,-DTIME_REGION=4,-DSIZE=512,8,0.178443
-O3,-DTIME_REGION=4,-DSIZE=2048,8,46.323361
-O2,-DTIME_REGION=0,-DSIZE=128,9,0.001077
-O2,-DTIME_REGION=0,-DSIZE=512,9,0.179886
-O2,-DTIME_REGION=0,-DSIZE=2048,9,46.336462
-O2,-DTIME_REGION=1,-DSIZE=128,9,1.1e-05
-O2,-DTIME_REGION=1,-DSIZE=512,9,0.00031
-O2,-DTIME_REGION=1,-DSIZE=2048,9,0.025347
-O2,-DTIME_REGION=2,-DSIZE=128,9,1.2e-05
-O2,-DTIME_REGION=2,-DSIZE=512,9,0.000314
-O2,-DTIME_REGION=2,-DSIZE=2048,9,0.022872
-O2,-DTIME_REGION=3,-DSIZE=128,9,1.4e-05
-O2,-DTIME_REGION=3,-DSIZE=512,9,0.000211
-O2,-DTIME_REGION=3,-DSIZE=2048,9,0.003993
-O2,-DTIME_REGION=4,-DSIZE=128,9,0.001075
-O2,-DTIME_REGION=4,-DSIZE=512,9,0.166339
-O2,-DTIME_REGION=4,-DSIZE=2048,9,46.201493
-O3,-DTIME_REGION=0,-DSIZE=128,9,0.001045
-O3,-DTIME_REGION=0,-DSIZE=512,9,0.150527
-O3,-DTIME_REGION=0,-DSIZE=2048,9,46.231004
-O3,-DTIME_REGION=1,-DSIZE=128,9,6e-06
-O3,-DTIME_REGION=1,-DSIZE=512,9,0.000224
-O3,-DTIME_REGION=1,-DSIZE=2048,9,0.012951
-O3,-DTIME_REGION=2,-DSIZE=128,9,1.4e-05
-O3,-DTIME_REGION=2,-DSIZE=512,9,0.000319
-O3,-DTIME_REGION=2,-DSIZE=2048,9,0.022402
-O3,-DTIME_REGION=3,-DSIZE=128,9,8e-06
-O3,-DTIME_REGION=3,-DSIZE=512,9,0.00014
-O3,-DTIME_REGION=3,-DSIZE=2048,9,0.00238
-O3,-DTIME_REGION=4,-DSIZE=128,9,0.000994
-O3,-DTIME_REGION=4,-DSIZE=512,9,0.178856
-O3,-DTIME_REGION=4,-DSIZE=2048,9,46.471553
-O2,-DTIME_REGION=0,-DSIZE=128,10,0.001067
-O2,-DTIME_REGION=0,-DSIZE=512,10,0.182311
-O2,-DTIME_REGION=0,-DSIZE=2048,10,46.503283
-O2,-DTIME_REGION=1,-DSIZE=128,10,1.1e-05
-O2,-DTIME_REGION=1,-DSIZE=512,10,0.000344
-O2,-DTIME_REGION=1,-DSIZE=2048,10,0.02567
-O2,-DTIME_REGION=2,-DSIZE=128,10,1.3e-05
-O2,-DTIME_REGION=2,-DSIZE=512,10,0.000314
-O2,-DTIME_REGION=2,-DSIZE=2048,10,0.024598
-O2,-DTIME_REGION=3,-DSIZE=128,10,1.4e-05
-O2,-DTIME_REGION=3,-DSIZE=512,10,0.000211
-O2,-DTIME_REGION=3,-DSIZE=2048,10,0.003895
-O2,-DTIME_REGION=4,-DSIZE=128,10,0.000908
-O2,-DTIME_REGION=4,-DSIZE=512,10,0.179159
-O2,-DTIME_REGION=4,-DSIZE=2048,10,46.141999
-O3,-DTIME_REGION=0,-DSIZE=128,10,0.001029
-O3,-DTIME_REGION=0,-DSIZE=512,10,0.180139
-O3,-DTIME_REGION=0,-DSIZE=2048,10,46.245946
-O3,-DTIME_REGION=1,-DSIZE=128,10,6e-06
-O3,-DTIME_REGION=1,-DSIZE=512,10,0.000178
-O3,-DTIME_REGION=1,-DSIZE=2048,10,0.012653
-O3,-DTIME_REGION=2,-DSIZE=128,10,1.2e-05
-O3,-DTIME_REGION=2,-DSIZE=512,10,0.00035
-O3,-DTIME_REGION=2,-DSIZE=2048,10,0.024249
-O3,-DTIME_REGION=3,-DSIZE=128,10,7e-06
-O3,-DTIME_REGION=3,-DSIZE=512,10,0.000105
-O3,-DTIME_REGION=3,-DSIZE=2048,10,0.002396
-O3,-DTIME_REGION=4,-DSIZE=128,10,0.000927
-O3,-DTIME_REGION=4,-DSIZE=512,10,0.178879
-O3,-DTIME_REGION=4,-DSIZE=2048,10,46.197597
