-fno-vectorize,-DN=512,-O0,Run_Iteration,Result
True,-DN=1024,-Ofast,3,8.657489
True,-DN=2000,-O0,3,47.2115
True,-DN=2000,-O1,3,35.85593
True,-DN=2000,-O2,3,12.511233
True,-DN=2000,-O3,3,12.470359
True,-DN=2000,-Ofast,3,12.577945
True,-DN=2048,-O0,3,68.597688
True,-DN=2048,-O1,3,88.321328
True,-DN=2048,-O2,3,83.990411
True,-DN=2048,-O3,3,83.9997
True,-DN=2048,-Ofast,3,82.146824
False,-DN=512,-O0,3,0.679876
False,-DN=512,-O1,3,1.00911
False,-DN=512,-O2,3,0.749644
False,-DN=512,-O3,3,0.89981
False,-DN=512,-Ofast,3,0.978348
False,-DN=513,-O0,3,0.637601
False,-DN=513,-O1,3,0.57319
False,-DN=513,-O2,3,0.152601
False,-DN=513,-O3,3,0.153852
False,-DN=513,-Ofast,3,0.152229
False,-DN=1000,-O0,3,4.577796
False,-DN=1000,-O1,3,4.325043
False,-DN=1000,-O2,3,1.136574
False,-DN=1000,-O3,3,1.134647
False,-DN=1000,-Ofast,3,1.131032
False,-DN=1024,-O0,3,5.874473
False,-DN=1024,-O1,3,8.3511
False,-DN=1024,-O2,3,7.44883
False,-DN=1024,-O3,3,7.200963
False,-DN=1024,-Ofast,3,8.628298
False,-DN=2000,-O0,3,47.145142
False,-DN=2000,-O1,3,35.923025
False,-DN=2000,-O2,3,12.52373
False,-DN=2000,-O3,3,12.474457
False,-DN=2000,-Ofast,3,12.825325
False,-DN=2048,-O0,3,70.405335
False,-DN=2048,-O1,3,88.937125
False,-DN=2048,-O2,3,83.950308
False,-DN=2048,-O3,3,82.993733
False,-DN=2048,-Ofast,3,84.228394
True,-DN=512,-O0,4,0.684564
True,-DN=512,-O1,4,0.789933
True,-DN=512,-O2,4,0.706578
True,-DN=512,-O3,4,0.734963
True,-DN=512,-Ofast,4,0.707072
True,-DN=513,-O0,4,0.630711
True,-DN=513,-O1,4,0.574551
True,-DN=513,-O2,4,0.15114
True,-DN=513,-O3,4,0.150662
True,-DN=513,-Ofast,4,0.152544
True,-DN=1000,-O0,4,4.605924
True,-DN=1000,-O1,4,4.326179
True,-DN=1000,-O2,4,1.128255
True,-DN=1000,-O3,4,1.129322
True,-DN=1000,-Ofast,4,1.127533
True,-DN=1024,-O0,4,5.728204
True,-DN=1024,-O1,4,6.975467
True,-DN=1024,-O2,4,6.930874
True,-DN=1024,-O3,4,6.572764
True,-DN=1024,-Ofast,4,8.627206
True,-DN=2000,-O0,4,47.129662
True,-DN=2000,-O1,4,35.88878
True,-DN=2000,-O2,4,12.397456
True,-DN=2000,-O3,4,12.521078
True,-DN=2000,-Ofast,4,12.452385
True,-DN=2048,-O0,4,68.131351
True,-DN=2048,-O1,4,88.71819
True,-DN=2048,-O2,4,82.20156
True,-DN=2048,-O3,4,81.924313
True,-DN=2048,-Ofast,4,84.649808
False,-DN=512,-O0,4,0.665444
False,-DN=512,-O1,4,0.749091
False,-DN=512,-O2,4,0.71021
False,-DN=512,-O3,4,0.690044
False,-DN=512,-Ofast,4,0.694663
False,-DN=513,-O0,4,0.633914
False,-DN=513,-O1,4,0.579331
False,-DN=513,-O2,4,0.152286
False,-DN=513,-O3,4,0.150253
False,-DN=513,-Ofast,4,0.150926
False,-DN=1000,-O0,4,4.58444
False,-DN=1000,-O1,4,4.331116
False,-DN=1000,-O2,4,1.134462
False,-DN=1000,-O3,4,1.128402
False,-DN=1000,-Ofast,4,1.129424
False,-DN=1024,-O0,4,5.825239
False,-DN=1024,-O1,4,7.124956
False,-DN=1024,-O2,4,8.642174
False,-DN=1024,-O3,4,8.690739
False,-DN=1024,-Ofast,4,7.051519
False,-DN=2000,-O0,4,48.094417
False,-DN=2000,-O1,4,36.944317
False,-DN=2000,-O2,4,12.863643
False,-DN=2000,-O3,4,13.302277
False,-DN=2000,-Ofast,4,13.389434
False,-DN=2048,-O0,4,70.763169
False,-DN=2048,-O1,4,88.697688
False,-DN=2048,-O2,4,85.270195
False,-DN=2048,-O3,4,85.323708
False,-DN=2048,-Ofast,4,85.13596
True,-DN=512,-O0,5,0.683522
True,-DN=512,-O1,5,0.762501
True,-DN=512,-O2,5,0.694749
True,-DN=512,-O3,5,0.709431
True,-DN=512,-Ofast,5,1.039721
True,-DN=513,-O0,5,0.631884
True,-DN=513,-O1,5,0.574296
True,-DN=513,-O2,5,0.152372
True,-DN=513,-O3,5,0.152805
True,-DN=513,-Ofast,5,0.152149
True,-DN=1000,-O0,5,4.593908
True,-DN=1000,-O1,5,4.342947
True,-DN=1000,-O2,5,1.133637
True,-DN=1000,-O3,5,1.131543
True,-DN=1000,-Ofast,5,1.129333
True,-DN=1024,-O0,5,5.797389
True,-DN=1024,-O1,5,8.385019
True,-DN=1024,-O2,5,8.208126
True,-DN=1024,-O3,5,7.39607
True,-DN=1024,-Ofast,5,6.934867
True,-DN=2000,-O0,5,51.214897
True,-DN=2000,-O1,5,36.302514
True,-DN=2000,-O2,5,12.719387
True,-DN=2000,-O3,5,12.674035
True,-DN=2000,-Ofast,5,12.772538
True,-DN=2048,-O0,5,70.052351
True,-DN=2048,-O1,5,89.092045
True,-DN=2048,-O2,5,84.890022
True,-DN=2048,-O3,5,84.691702
True,-DN=2048,-Ofast,5,84.862467
False,-DN=512,-O0,5,0.680928
False,-DN=512,-O1,5,0.765211
False,-DN=512,-O2,5,0.748473
False,-DN=512,-O3,5,0.744846
False,-DN=512,-Ofast,5,0.704534
False,-DN=513,-O0,5,0.63296
False,-DN=513,-O1,5,0.575665
False,-DN=513,-O2,5,0.15412
False,-DN=513,-O3,5,0.152926
False,-DN=513,-Ofast,5,0.151651
False,-DN=1000,-O0,5,4.610461
False,-DN=1000,-O1,5,4.353321
False,-DN=1000,-O2,5,1.13764
False,-DN=1000,-O3,5,1.134973
False,-DN=1000,-Ofast,5,1.130614
False,-DN=1024,-O0,5,5.790018
False,-DN=1024,-O1,5,7.638589
False,-DN=1024,-O2,5,7.506138
False,-DN=1024,-O3,5,6.016128
False,-DN=1024,-Ofast,5,8.662905
False,-DN=2000,-O0,5,48.051522
False,-DN=2000,-O1,5,35.945622
False,-DN=2000,-O2,5,12.532168
False,-DN=2000,-O3,5,12.50086
False,-DN=2000,-Ofast,5,12.505777
False,-DN=2048,-O0,5,70.714853
False,-DN=2048,-O1,5,89.115252
False,-DN=2048,-O2,5,85.166162
False,-DN=2048,-O3,5,85.769806
False,-DN=2048,-Ofast,5,84.983454
True,-DN=512,-O0,6,0.699324
True,-DN=512,-O1,6,0.822134
True,-DN=512,-O2,6,0.873014
True,-DN=512,-O3,6,0.73212
True,-DN=512,-Ofast,6,0.694924
True,-DN=513,-O0,6,0.636072
True,-DN=513,-O1,6,0.576914
True,-DN=513,-O2,6,0.151085
True,-DN=513,-O3,6,0.152661
True,-DN=513,-Ofast,6,0.153591
True,-DN=1000,-O0,6,4.593336
True,-DN=1000,-O1,6,4.367511
True,-DN=1000,-O2,6,1.136753
True,-DN=1000,-O3,6,1.137923
True,-DN=1000,-Ofast,6,1.131906
True,-DN=1024,-O0,6,5.834804
True,-DN=1024,-O1,6,8.183278
True,-DN=1024,-O2,6,8.108755
True,-DN=1024,-O3,6,8.465607
True,-DN=1024,-Ofast,6,7.633997
True,-DN=2000,-O0,6,51.069581
True,-DN=2000,-O1,6,36.558314
True,-DN=2000,-O2,6,12.899035
True,-DN=2000,-O3,6,12.915552
True,-DN=2000,-Ofast,6,13.122766
True,-DN=2048,-O0,6,70.898905
True,-DN=2048,-O1,6,89.674206
True,-DN=2048,-O2,6,85.020258
True,-DN=2048,-O3,6,84.798367
True,-DN=2048,-Ofast,6,85.294384
False,-DN=512,-O0,6,0.674278
False,-DN=512,-O1,6,0.754003
False,-DN=512,-O2,6,0.691068
False,-DN=512,-O3,6,0.692911
False,-DN=512,-Ofast,6,0.711574
False,-DN=513,-O0,6,0.632908
False,-DN=513,-O1,6,0.577652
False,-DN=513,-O2,6,0.152616
False,-DN=513,-O3,6,0.151466
False,-DN=513,-Ofast,6,0.150974
False,-DN=1000,-O0,6,4.616046
False,-DN=1000,-O1,6,4.381317
False,-DN=1000,-O2,6,1.138602
False,-DN=1000,-O3,6,1.141331
False,-DN=1000,-Ofast,6,1.142285
False,-DN=1024,-O0,6,5.771223
False,-DN=1024,-O1,6,7.53909
False,-DN=1024,-O2,6,8.550524
False,-DN=1024,-O3,6,7.858195
False,-DN=1024,-Ofast,6,8.407589
False,-DN=2000,-O0,6,51.896896
False,-DN=2000,-O1,6,36.950033
False,-DN=2000,-O2,6,13.06649
False,-DN=2000,-O3,6,13.064189
False,-DN=2000,-Ofast,6,13.135744
False,-DN=2048,-O0,6,72.608635
False,-DN=2048,-O1,6,90.466455
False,-DN=2048,-O2,6,85.971938
False,-DN=2048,-O3,6,86.372772
False,-DN=2048,-Ofast,6,85.223839
True,-DN=512,-O0,7,0.675785
True,-DN=512,-O1,7,0.775464
True,-DN=512,-O2,7,1.031034
True,-DN=512,-O3,7,0.722335
True,-DN=512,-Ofast,7,0.75854
True,-DN=513,-O0,7,0.632327
True,-DN=513,-O1,7,0.574252
True,-DN=513,-O2,7,0.151189
True,-DN=513,-O3,7,0.15537
True,-DN=513,-Ofast,7,0.150714
True,-DN=1000,-O0,7,4.594395
True,-DN=1000,-O1,7,4.341645
True,-DN=1000,-O2,7,1.130679
True,-DN=1000,-O3,7,1.139223
True,-DN=1000,-Ofast,7,1.134904
True,-DN=1024,-O0,7,5.717751
True,-DN=1024,-O1,7,8.057442
True,-DN=1024,-O2,7,7.064756
True,-DN=1024,-O3,7,8.664063
True,-DN=1024,-Ofast,7,7.513849
True,-DN=2000,-O0,7,49.903532
True,-DN=2000,-O1,7,36.620547
True,-DN=2000,-O2,7,13.060604
True,-DN=2000,-O3,7,12.834141
True,-DN=2000,-Ofast,7,12.840031
True,-DN=2048,-O0,7,70.868258
True,-DN=2048,-O1,7,88.703958
True,-DN=2048,-O2,7,85.006059
True,-DN=2048,-O3,7,84.588457
True,-DN=2048,-Ofast,7,84.563599
False,-DN=512,-O0,7,0.709433
False,-DN=512,-O1,7,0.782662
False,-DN=512,-O2,7,0.701404
False,-DN=512,-O3,7,0.703948
False,-DN=512,-Ofast,7,0.701056
False,-DN=513,-O0,7,0.628794
False,-DN=513,-O1,7,0.578514
False,-DN=513,-O2,7,0.151161
False,-DN=513,-O3,7,0.151918
False,-DN=513,-Ofast,7,0.153209
False,-DN=1000,-O0,7,4.592084
False,-DN=1000,-O1,7,4.365931
False,-DN=1000,-O2,7,1.135098
False,-DN=1000,-O3,7,1.129883
False,-DN=1000,-Ofast,7,1.129268
False,-DN=1024,-O0,7,5.581444
False,-DN=1024,-O1,7,8.194616
False,-DN=1024,-O2,7,6.959387
False,-DN=1024,-O3,7,7.690439
False,-DN=1024,-Ofast,7,6.945998
False,-DN=2000,-O0,7,48.75726
False,-DN=2000,-O1,7,36.199458
False,-DN=2000,-O2,7,12.593601
False,-DN=2000,-O3,7,12.390867
False,-DN=2000,-Ofast,7,12.65031
False,-DN=2048,-O0,7,70.589886
False,-DN=2048,-O1,7,89.683539
False,-DN=2048,-O2,7,84.484396
False,-DN=2048,-O3,7,85.023463
False,-DN=2048,-Ofast,7,84.977098
True,-DN=512,-O0,8,0.669567
True,-DN=512,-O1,8,0.760134
True,-DN=512,-O2,8,0.69774
True,-DN=512,-O3,8,0.708634
True,-DN=512,-Ofast,8,0.875094
True,-DN=513,-O0,8,0.629606
True,-DN=513,-O1,8,0.579562
True,-DN=513,-O2,8,0.151219
True,-DN=513,-O3,8,0.15425
True,-DN=513,-Ofast,8,0.152952
True,-DN=1000,-O0,8,4.59796
True,-DN=1000,-O1,8,4.357871
True,-DN=1000,-O2,8,1.133269
True,-DN=1000,-O3,8,1.137875
True,-DN=1000,-Ofast,8,1.138818
True,-DN=1024,-O0,8,5.852228
True,-DN=1024,-O1,8,8.000554
True,-DN=1024,-O2,8,7.411038
True,-DN=1024,-O3,8,8.68708
True,-DN=1024,-Ofast,8,8.691529
True,-DN=2000,-O0,8,51.076181
True,-DN=2000,-O1,8,36.672237
True,-DN=2000,-O2,8,13.251124
True,-DN=2000,-O3,8,13.167885
True,-DN=2000,-Ofast,8,12.988681
True,-DN=2048,-O0,8,71.82864
True,-DN=2048,-O1,8,89.939797
True,-DN=2048,-O2,8,85.215969
True,-DN=2048,-O3,8,84.812537
True,-DN=2048,-Ofast,8,85.772663
False,-DN=512,-O0,8,0.688548
False,-DN=512,-O1,8,0.799346
False,-DN=512,-O2,8,0.81536
False,-DN=512,-O3,8,0.764222
False,-DN=512,-Ofast,8,0.831877
False,-DN=513,-O0,8,0.643338
False,-DN=513,-O1,8,0.582684
False,-DN=513,-O2,8,0.15529
False,-DN=513,-O3,8,0.153657
False,-DN=513,-Ofast,8,0.152173
False,-DN=1000,-O0,8,4.603748
False,-DN=1000,-O1,8,4.36896
False,-DN=1000,-O2,8,1.134455
False,-DN=1000,-O3,8,1.13892
False,-DN=1000,-Ofast,8,1.140287
False,-DN=1024,-O0,8,5.555792
False,-DN=1024,-O1,8,7.918444
False,-DN=1024,-O2,8,7.315038
False,-DN=1024,-O3,8,8.588746
False,-DN=1024,-Ofast,8,8.34251
False,-DN=2000,-O0,8,50.904364
False,-DN=2000,-O1,8,36.842513
False,-DN=2000,-O2,8,13.380132
False,-DN=2000,-O3,8,13.357955
False,-DN=2000,-Ofast,8,13.111941
False,-DN=2048,-O0,8,71.337225
False,-DN=2048,-O1,8,89.603861
False,-DN=2048,-O2,8,85.5292
False,-DN=2048,-O3,8,84.99492
False,-DN=2048,-Ofast,8,85.429939
True,-DN=512,-O0,9,0.669042
True,-DN=512,-O1,9,0.760323
True,-DN=512,-O2,9,0.974455
True,-DN=512,-O3,9,1.027492
True,-DN=512,-Ofast,9,0.69911
True,-DN=513,-O0,9,0.628067
True,-DN=513,-O1,9,0.576431
True,-DN=513,-O2,9,0.152222
True,-DN=513,-O3,9,0.151979
True,-DN=513,-Ofast,9,0.151319
True,-DN=1000,-O0,9,4.585058
True,-DN=1000,-O1,9,4.352414
True,-DN=1000,-O2,9,1.133961
True,-DN=1000,-O3,9,1.135359
True,-DN=1000,-Ofast,9,1.142006
True,-DN=1024,-O0,9,5.757795
True,-DN=1024,-O1,9,8.089725
True,-DN=1024,-O2,9,8.644833
True,-DN=1024,-O3,9,7.085065
True,-DN=1024,-Ofast,9,8.610633
True,-DN=2000,-O0,9,51.312178
True,-DN=2000,-O1,9,36.694937
True,-DN=2000,-O2,9,12.856689
True,-DN=2000,-O3,9,13.518163
True,-DN=2000,-Ofast,9,13.876583
True,-DN=2048,-O0,9,74.380907
True,-DN=2048,-O1,9,90.967496
True,-DN=2048,-O2,9,86.284772
True,-DN=2048,-O3,9,84.209846
True,-DN=2048,-Ofast,9,84.795631
False,-DN=512,-O0,9,0.674532
False,-DN=512,-O1,9,0.953031
False,-DN=512,-O2,9,0.727474
False,-DN=512,-O3,9,0.690612
False,-DN=512,-Ofast,9,0.741839
False,-DN=513,-O0,9,0.626959
False,-DN=513,-O1,9,0.575554
False,-DN=513,-O2,9,0.152315
False,-DN=513,-O3,9,0.15236
False,-DN=513,-Ofast,9,0.151408
False,-DN=1000,-O0,9,4.592672
False,-DN=1000,-O1,9,4.351604
False,-DN=1000,-O2,9,1.12944
False,-DN=1000,-O3,9,1.129523
False,-DN=1000,-Ofast,9,1.134434
False,-DN=1024,-O0,9,5.886223
False,-DN=1024,-O1,9,7.53793
False,-DN=1024,-O2,9,8.537263
False,-DN=1024,-O3,9,8.655332
False,-DN=1024,-Ofast,9,6.801878
False,-DN=2000,-O0,9,49.056787
False,-DN=2000,-O1,9,36.191614
False,-DN=2000,-O2,9,12.571256
False,-DN=2000,-O3,9,12.511196
False,-DN=2000,-Ofast,9,12.316208
False,-DN=2048,-O0,9,68.050065
False,-DN=2048,-O1,9,87.757348
False,-DN=2048,-O2,9,84.134194
False,-DN=2048,-O3,9,83.428699
False,-DN=2048,-Ofast,9,83.444498
True,-DN=512,-O0,10,0.67203
True,-DN=512,-O1,10,1.019871
True,-DN=512,-O2,10,0.695739
True,-DN=512,-O3,10,0.697945
True,-DN=512,-Ofast,10,0.69674
True,-DN=513,-O0,10,0.644393
True,-DN=513,-O1,10,0.576392
True,-DN=513,-O2,10,0.151886
True,-DN=513,-O3,10,0.152071
True,-DN=513,-Ofast,10,0.15062
True,-DN=1000,-O0,10,4.608252
True,-DN=1000,-O1,10,4.335173
True,-DN=1000,-O2,10,1.134429
True,-DN=1000,-O3,10,1.127359
True,-DN=1000,-Ofast,10,1.132767
True,-DN=1024,-O0,10,5.836702
True,-DN=1024,-O1,10,7.639926
True,-DN=1024,-O2,10,7.036719
True,-DN=1024,-O3,10,8.679376
True,-DN=1024,-Ofast,10,7.099374
True,-DN=2000,-O0,10,47.433998
True,-DN=2000,-O1,10,36.158938
True,-DN=2000,-O2,10,12.695579
True,-DN=2000,-O3,10,12.631228
True,-DN=2000,-Ofast,10,12.415441
True,-DN=2048,-O0,10,69.610056
True,-DN=2048,-O1,10,88.436467
True,-DN=2048,-O2,10,84.143957
True,-DN=2048,-O3,10,84.19008
True,-DN=2048,-Ofast,10,81.877728
False,-DN=512,-O0,10,0.670042
False,-DN=512,-O1,10,0.76894
False,-DN=512,-O2,10,0.844515
False,-DN=512,-O3,10,0.692637
False,-DN=512,-Ofast,10,0.970365
False,-DN=513,-O0,10,0.626937
False,-DN=513,-O1,10,0.575118
False,-DN=513,-O2,10,0.152714
False,-DN=513,-O3,10,0.150813
False,-DN=513,-Ofast,10,0.155552
False,-DN=1000,-O0,10,4.583021
False,-DN=1000,-O1,10,4.335798
False,-DN=1000,-O2,10,1.139107
False,-DN=1000,-O3,10,1.135074
False,-DN=1000,-Ofast,10,1.127343
False,-DN=1024,-O0,10,5.676809
False,-DN=1024,-O1,10,6.779115
False,-DN=1024,-O2,10,6.898663
False,-DN=1024,-O3,10,7.426936
False,-DN=1024,-Ofast,10,8.639477
False,-DN=2000,-O0,10,48.915979
False,-DN=2000,-O1,10,36.132775
False,-DN=2000,-O2,10,12.581796
False,-DN=2000,-O3,10,12.423098
False,-DN=2000,-Ofast,10,12.559965
False,-DN=2048,-O0,10,69.20368
False,-DN=2048,-O1,10,88.837412
False,-DN=2048,-O2,10,83.38815
False,-DN=2048,-O3,10,81.314954
False,-DN=2048,-Ofast,10,81.403155
