-fno-vectorize,-DN=512,-O0,Run_Iteration,Result
False,-DN=513,-Ofast,5,0.018418
False,-DN=1000,-O0,5,1.441301
False,-DN=1000,-O1,5,0.292153
False,-DN=1000,-O2,5,0.111806
False,-DN=1000,-O3,5,0.112877
False,-DN=1000,-Ofast,5,0.124244
False,-DN=1024,-O0,5,1.578982
False,-DN=1024,-O1,5,0.325681
False,-DN=1024,-O2,5,0.121194
False,-DN=1024,-O3,5,0.123992
False,-DN=1024,-Ofast,5,0.134054
False,-DN=2000,-O0,5,12.110959
False,-DN=2000,-O1,5,2.822399
False,-DN=2000,-O2,5,1.806407
False,-DN=2000,-O3,5,1.667232
False,-DN=2000,-Ofast,5,1.449932
False,-DN=2048,-O0,5,13.125986
False,-DN=2048,-O1,5,3.413981
False,-DN=2048,-O2,5,2.07341
False,-DN=2048,-O3,5,2.158722
False,-DN=2048,-Ofast,5,1.996978
True,-DN=512,-O0,6,0.192699
True,-DN=512,-O1,6,0.043274
True,-DN=512,-O2,6,0.01614
True,-DN=512,-O3,6,0.015951
True,-DN=512,-Ofast,6,0.017674
True,-DN=513,-O0,6,0.194013
True,-DN=513,-O1,6,0.044229
True,-DN=513,-O2,6,0.018309
True,-DN=513,-O3,6,0.019123
True,-DN=513,-Ofast,6,0.019344
True,-DN=1000,-O0,6,1.449803
True,-DN=1000,-O1,6,0.292663
True,-DN=1000,-O2,6,0.114234
True,-DN=1000,-O3,6,0.114152
True,-DN=1000,-Ofast,6,0.125451
True,-DN=1024,-O0,6,1.558623
True,-DN=1024,-O1,6,0.323278
True,-DN=1024,-O2,6,0.121819
True,-DN=1024,-O3,6,0.121844
True,-DN=1024,-Ofast,6,0.133996
True,-DN=2000,-O0,6,12.147686
True,-DN=2000,-O1,6,2.965309
True,-DN=2000,-O2,6,1.920367
True,-DN=2000,-O3,6,2.032662
True,-DN=2000,-Ofast,6,1.51096
True,-DN=2048,-O0,6,13.197638
True,-DN=2048,-O1,6,3.401012
True,-DN=2048,-O2,6,2.337055
True,-DN=2048,-O3,6,2.528297
True,-DN=2048,-Ofast,6,2.130449
False,-DN=512,-O0,6,0.191738
False,-DN=512,-O1,6,0.042672
False,-DN=512,-O2,6,0.016116
False,-DN=512,-O3,6,0.016236
False,-DN=512,-Ofast,6,0.017472
False,-DN=513,-O0,6,0.194285
False,-DN=513,-O1,6,0.043959
False,-DN=513,-O2,6,0.018537
False,-DN=513,-O3,6,0.019852
False,-DN=513,-Ofast,6,0.01862
False,-DN=1000,-O0,6,1.457857
False,-DN=1000,-O1,6,0.296073
False,-DN=1000,-O2,6,0.115598
False,-DN=1000,-O3,6,0.112582
False,-DN=1000,-Ofast,6,0.128695
False,-DN=1024,-O0,6,1.562405
False,-DN=1024,-O1,6,0.325355
False,-DN=1024,-O2,6,0.120444
False,-DN=1024,-O3,6,0.121409
False,-DN=1024,-Ofast,6,0.145597
False,-DN=2000,-O0,6,12.230625
False,-DN=2000,-O1,6,2.76989
False,-DN=2000,-O2,6,1.587277
False,-DN=2000,-O3,6,1.594663
False,-DN=2000,-Ofast,6,1.599588
False,-DN=2048,-O0,6,13.269049
False,-DN=2048,-O1,6,3.34882
False,-DN=2048,-O2,6,2.267868
False,-DN=2048,-O3,6,2.350963
False,-DN=2048,-Ofast,6,2.178529
True,-DN=512,-O0,7,0.210721
True,-DN=512,-O1,7,0.043784
True,-DN=512,-O2,7,0.01627
True,-DN=512,-O3,7,0.016458
True,-DN=512,-Ofast,7,0.016981
True,-DN=513,-O0,7,0.194807
True,-DN=513,-O1,7,0.043536
True,-DN=513,-O2,7,0.019005
True,-DN=513,-O3,7,0.018212
True,-DN=513,-Ofast,7,0.01926
True,-DN=1000,-O0,7,1.460729
True,-DN=1000,-O1,7,0.292333
True,-DN=1000,-O2,7,0.116272
True,-DN=1000,-O3,7,0.11447
True,-DN=1000,-Ofast,7,0.125845
True,-DN=1024,-O0,7,1.543745
True,-DN=1024,-O1,7,0.323791
True,-DN=1024,-O2,7,0.121519
True,-DN=1024,-O3,7,0.121085
True,-DN=1024,-Ofast,7,0.133874
True,-DN=2000,-O0,7,12.169851
True,-DN=2000,-O1,7,2.748176
True,-DN=2000,-O2,7,1.400465
True,-DN=2000,-O3,7,1.45562
True,-DN=2000,-Ofast,7,1.569746
True,-DN=2048,-O0,7,12.96264
True,-DN=2048,-O1,7,3.276137
True,-DN=2048,-O2,7,2.03111
True,-DN=2048,-O3,7,2.196354
True,-DN=2048,-Ofast,7,1.979654
False,-DN=512,-O0,7,0.192191
False,-DN=512,-O1,7,0.042279
False,-DN=512,-O2,7,0.016022
False,-DN=512,-O3,7,0.015779
False,-DN=512,-Ofast,7,0.017117
False,-DN=513,-O0,7,0.193418
False,-DN=513,-O1,7,0.043164
False,-DN=513,-O2,7,0.018447
False,-DN=513,-O3,7,0.018315
False,-DN=513,-Ofast,7,0.018921
False,-DN=1000,-O0,7,1.43295
False,-DN=1000,-O1,7,0.295127
False,-DN=1000,-O2,7,0.114355
False,-DN=1000,-O3,7,0.116079
False,-DN=1000,-Ofast,7,0.123373
False,-DN=1024,-O0,7,1.541312
False,-DN=1024,-O1,7,0.32784
False,-DN=1024,-O2,7,0.122871
False,-DN=1024,-O3,7,0.121412
False,-DN=1024,-Ofast,7,0.134662
False,-DN=2000,-O0,7,12.062123
False,-DN=2000,-O1,7,2.606043
False,-DN=2000,-O2,7,1.959553
False,-DN=2000,-O3,7,1.596292
False,-DN=2000,-Ofast,7,1.449978
False,-DN=2048,-O0,7,13.126951
False,-DN=2048,-O1,7,3.30938
False,-DN=2048,-O2,7,2.022965
False,-DN=2048,-O3,7,2.131197
False,-DN=2048,-Ofast,7,1.982742
True,-DN=512,-O0,8,0.191898
True,-DN=512,-O1,8,0.043704
True,-DN=512,-O2,8,0.016172
True,-DN=512,-O3,8,0.016263
True,-DN=512,-Ofast,8,0.017313
True,-DN=513,-O0,8,0.195899
True,-DN=513,-O1,8,0.043634
True,-DN=513,-O2,8,0.018562
True,-DN=513,-O3,8,0.018862
True,-DN=513,-Ofast,8,0.019187
True,-DN=1000,-O0,8,1.442288
True,-DN=1000,-O1,8,0.293849
True,-DN=1000,-O2,8,0.113833
True,-DN=1000,-O3,8,0.115082
True,-DN=1000,-Ofast,8,0.125171
True,-DN=1024,-O0,8,1.552242
True,-DN=1024,-O1,8,0.322007
True,-DN=1024,-O2,8,0.121206
True,-DN=1024,-O3,8,0.122375
True,-DN=1024,-Ofast,8,0.133107
True,-DN=2000,-O0,8,12.010533
True,-DN=2000,-O1,8,2.907834
True,-DN=2000,-O2,8,1.65865
True,-DN=2000,-O3,8,1.709796
True,-DN=2000,-Ofast,8,1.565597
True,-DN=2048,-O0,8,13.24526
True,-DN=2048,-O1,8,3.483088
True,-DN=2048,-O2,8,2.20115
True,-DN=2048,-O3,8,2.365848
True,-DN=2048,-Ofast,8,2.135713
False,-DN=512,-O0,8,0.1951
False,-DN=512,-O1,8,0.042028
False,-DN=512,-O2,8,0.016182
False,-DN=512,-O3,8,0.016022
False,-DN=512,-Ofast,8,0.01748
False,-DN=513,-O0,8,0.195609
False,-DN=513,-O1,8,0.042686
False,-DN=513,-O2,8,0.018576
False,-DN=513,-O3,8,0.018461
False,-DN=513,-Ofast,8,0.018735
False,-DN=1000,-O0,8,1.453692
False,-DN=1000,-O1,8,0.294883
False,-DN=1000,-O2,8,0.114203
False,-DN=1000,-O3,8,0.117793
False,-DN=1000,-Ofast,8,0.125968
False,-DN=1024,-O0,8,1.543055
False,-DN=1024,-O1,8,0.325939
False,-DN=1024,-O2,8,0.121607
False,-DN=1024,-O3,8,0.122219
False,-DN=1024,-Ofast,8,0.134087
False,-DN=2000,-O0,8,12.037696
False,-DN=2000,-O1,8,2.864481
False,-DN=2000,-O2,8,1.873473
False,-DN=2000,-O3,8,1.808562
False,-DN=2000,-Ofast,8,1.526682
False,-DN=2048,-O0,8,13.278367
False,-DN=2048,-O1,8,3.424352
False,-DN=2048,-O2,8,2.286907
False,-DN=2048,-O3,8,2.169953
False,-DN=2048,-Ofast,8,2.163754
True,-DN=512,-O0,9,0.196603
True,-DN=512,-O1,9,0.04276
True,-DN=512,-O2,9,0.017079
True,-DN=512,-O3,9,0.017063
True,-DN=512,-Ofast,9,0.017471
True,-DN=513,-O0,9,0.195055
True,-DN=513,-O1,9,0.043009
True,-DN=513,-O2,9,0.018758
True,-DN=513,-O3,9,0.018617
True,-DN=513,-Ofast,9,0.018611
True,-DN=1000,-O0,9,1.442886
True,-DN=1000,-O1,9,0.295972
True,-DN=1000,-O2,9,0.115437
True,-DN=1000,-O3,9,0.113908
True,-DN=1000,-Ofast,9,0.124564
True,-DN=1024,-O0,9,1.540885
True,-DN=1024,-O1,9,0.325473
True,-DN=1024,-O2,9,0.122709
True,-DN=1024,-O3,9,0.121012
True,-DN=1024,-Ofast,9,0.135572
True,-DN=2000,-O0,9,12.17547
True,-DN=2000,-O1,9,2.873028
True,-DN=2000,-O2,9,1.609998
True,-DN=2000,-O3,9,1.823805
True,-DN=2000,-Ofast,9,1.492561
True,-DN=2048,-O0,9,13.279496
True,-DN=2048,-O1,9,3.285887
True,-DN=2048,-O2,9,2.021426
True,-DN=2048,-O3,9,2.204978
True,-DN=2048,-Ofast,9,2.002164
False,-DN=512,-O0,9,0.191378
False,-DN=512,-O1,9,0.043546
False,-DN=512,-O2,9,0.016995
False,-DN=512,-O3,9,0.015978
False,-DN=512,-Ofast,9,0.018044
False,-DN=513,-O0,9,0.19268
False,-DN=513,-O1,9,0.043044
False,-DN=513,-O2,9,0.018656
False,-DN=513,-O3,9,0.018819
False,-DN=513,-Ofast,9,0.019356
False,-DN=1000,-O0,9,1.44023
False,-DN=1000,-O1,9,0.294771
False,-DN=1000,-O2,9,0.114927
False,-DN=1000,-O3,9,0.117137
False,-DN=1000,-Ofast,9,0.123526
False,-DN=1024,-O0,9,1.546652
False,-DN=1024,-O1,9,0.323281
False,-DN=1024,-O2,9,0.121947
False,-DN=1024,-O3,9,0.122222
False,-DN=1024,-Ofast,9,0.135392
False,-DN=2000,-O0,9,12.064312
False,-DN=2000,-O1,9,2.906151
False,-DN=2000,-O2,9,1.804145
False,-DN=2000,-O3,9,1.979918
False,-DN=2000,-Ofast,9,1.635381
False,-DN=2048,-O0,9,13.110388
False,-DN=2048,-O1,9,3.396349
False,-DN=2048,-O2,9,2.279365
False,-DN=2048,-O3,9,2.299622
False,-DN=2048,-Ofast,9,2.343412
True,-DN=512,-O0,10,0.193036
True,-DN=512,-O1,10,0.042464
True,-DN=512,-O2,10,0.016498
True,-DN=512,-O3,10,0.016621
True,-DN=512,-Ofast,10,0.017623
True,-DN=513,-O0,10,0.192274
True,-DN=513,-O1,10,0.04292
True,-DN=513,-O2,10,0.018621
True,-DN=513,-O3,10,0.018652
True,-DN=513,-Ofast,10,0.019375
True,-DN=1000,-O0,10,1.437941
True,-DN=1000,-O1,10,0.294146
True,-DN=1000,-O2,10,0.113483
True,-DN=1000,-O3,10,0.118663
True,-DN=1000,-Ofast,10,0.126741
True,-DN=1024,-O0,10,1.551975
True,-DN=1024,-O1,10,0.32511
True,-DN=1024,-O2,10,0.122269
True,-DN=1024,-O3,10,0.121183
True,-DN=1024,-Ofast,10,0.134994
True,-DN=2000,-O0,10,12.160063
True,-DN=2000,-O1,10,2.90703
True,-DN=2000,-O2,10,1.739391
True,-DN=2000,-O3,10,1.894154
True,-DN=2000,-Ofast,10,1.573305
True,-DN=2048,-O0,10,13.117565
True,-DN=2048,-O1,10,3.336232
True,-DN=2048,-O2,10,2.185919
True,-DN=2048,-O3,10,2.203381
True,-DN=2048,-Ofast,10,2.12256
False,-DN=512,-O0,10,0.196782
False,-DN=512,-O1,10,0.042787
False,-DN=512,-O2,10,0.016385
False,-DN=512,-O3,10,0.015788
False,-DN=512,-Ofast,10,0.018702
False,-DN=513,-O0,10,0.193561
False,-DN=513,-O1,10,0.043162
False,-DN=513,-O2,10,0.018808
False,-DN=513,-O3,10,0.018527
False,-DN=513,-Ofast,10,0.018863
False,-DN=1000,-O0,10,1.445658
False,-DN=1000,-O1,10,0.294825
False,-DN=1000,-O2,10,0.114336
False,-DN=1000,-O3,10,0.113783
False,-DN=1000,-Ofast,10,0.125491
False,-DN=1024,-O0,10,1.544269
False,-DN=1024,-O1,10,0.326314
False,-DN=1024,-O2,10,0.122696
False,-DN=1024,-O3,10,0.122263
False,-DN=1024,-Ofast,10,0.135454
False,-DN=2000,-O0,10,12.065473
False,-DN=2000,-O1,10,2.797168
False,-DN=2000,-O2,10,1.731291
False,-DN=2000,-O3,10,1.73704
False,-DN=2000,-Ofast,10,1.553557
False,-DN=2048,-O0,10,13.154867
False,-DN=2048,-O1,10,3.395272
False,-DN=2048,-O2,10,2.097509
False,-DN=2048,-O3,10,2.176133
False,-DN=2048,-Ofast,10,2.043054
