-fopenmp,-O0,N,Run_Iteration,Vector Instruction Ratio,Total Cycles
False,-O2,-DN=256,1,0.2854993907006158,4004469642
False,-O2,-DN=512,1,0.2854993907623119,3998666484
False,-O2,-DN=513,1,0.2854993908857043,4001960941
False,-O2,-DN=1000,1,0.2854993907314639,3998382105
False,-O2,-DN=1024,1,0.2854993907006158,3997893731
False,-O3,-DN=32,1,0.4196438848559357,1121148199
False,-O3,-DN=64,1,0.4196438876538331,1088511076
False,-O3,-DN=128,1,0.4196438851224021,1121672217
False,-O3,-DN=256,1,0.4196438852556353,1121497529
False,-O3,-DN=512,1,0.4196438852556353,1120646622
False,-O3,-DN=513,1,0.4196438873873667,1040691123
False,-O3,-DN=1000,1,0.4196438875205999,1034044130
False,-O3,-DN=1024,1,0.4196438871209003,1037832497
True,-O0,-DN=32,2,0.07496969129026322,14716576129
True,-O0,-DN=64,2,0.07496970749566728,14763427866
True,-O0,-DN=128,2,0.07496970116447715,14656647319
True,-O0,-DN=256,2,0.0749697039185873,14639312786
True,-O0,-DN=512,2,0.0749696944317358,14767992077
True,-O0,-DN=513,2,0.07497267070791863,14642997426
True,-O0,-DN=1000,2,0.07496969513977325,14648174474
True,-O0,-DN=1024,2,0.07496971178220428,14681159438
True,-O2,-DN=32,2,0.2854347393925942,2769022565
True,-O2,-DN=64,2,0.2854348074435092,2722568284
True,-O2,-DN=128,2,0.28549934822280537,2775698405
True,-O2,-DN=256,2,0.2854348263139998,2738125640
True,-O2,-DN=512,2,0.28543484037436695,3010286326
True,-O2,-DN=513,2,0.2854348222130596,2735860125
True,-O2,-DN=1000,2,0.2854348034042379,2729132282
True,-O2,-DN=1024,2,0.28543494527214974,2742076269
True,-O3,-DN=32,2,0.4193650733596203,1111805546
True,-O3,-DN=64,2,0.41936498008722767,1121305475
True,-O3,-DN=128,2,0.41964366888501986,1095088784
True,-O3,-DN=256,2,0.41936540254097815,1116401092
True,-O3,-DN=512,2,0.4193653880378274,1075166214
True,-O3,-DN=513,2,0.4196436679523884,1102518893
True,-O3,-DN=1000,2,0.4193649120955382,1145672157
True,-O3,-DN=1024,2,0.419365066573753,1099340311
False,-O0,-DN=32,2,0.07497267294714072,14891563837
False,-O0,-DN=64,2,0.07497267295565488,15037545554
False,-O0,-DN=128,2,0.07497267291024606,14976112859
False,-O0,-DN=256,2,0.07497267292443631,14867176676
False,-O0,-DN=512,2,0.07497267293436949,14887036547
False,-O0,-DN=513,2,0.07497267294288365,14939637832
False,-O0,-DN=1000,2,0.0749726729173412,14915116516
False,-O0,-DN=1024,2,0.0749726729457217,14927359748
False,-O2,-DN=32,2,0.2854993904538311,4001639864
False,-O2,-DN=64,2,0.28549939033043875,4114091253
False,-O2,-DN=128,2,0.285499390422983,4001845632
False,-O2,-DN=256,2,0.2854993899911098,4017114363
False,-O2,-DN=512,2,0.28549939036128685,4005895229
False,-O2,-DN=513,2,0.28549939033043875,4011464082
False,-O2,-DN=1000,2,0.2854993904538311,4005310708
False,-O2,-DN=1024,2,0.2854993902378945,4013638429
False,-O3,-DN=32,2,0.4196438843230029,1133705101
False,-O3,-DN=64,2,0.41964388485593573,1121793714
False,-O3,-DN=128,2,0.4196438864547342,1063277005
False,-O3,-DN=256,2,0.4196438871209003,1072503728
False,-O3,-DN=512,2,0.4196438868544338,1130903392
False,-O3,-DN=513,2,0.4196438861882678,1083473432
False,-O3,-DN=1000,2,0.419643886987667,1117702193
False,-O3,-DN=1024,2,0.4196438861882678,1110384021
True,-O0,-DN=32,3,0.07496970268413296,14637747167
True,-O0,-DN=64,3,0.07496970233791818,14645116084
True,-O0,-DN=128,3,0.07496970334392751,14673847652
True,-O0,-DN=256,3,0.07497148970151522,14599853847
True,-O0,-DN=512,3,0.07497133816320158,14651006045
True,-O0,-DN=513,3,0.0749697063988474,14716884931
True,-O0,-DN=1000,3,0.07496969209194884,14671460482
True,-O0,-DN=1024,3,0.07496970644425262,14681922936
True,-O2,-DN=32,3,0.2854348000741517,2739979050
True,-O2,-DN=64,3,0.28543481055775666,2742957777
True,-O2,-DN=128,3,0.2854347719534267,2731713357
True,-O2,-DN=256,3,0.2854347736184695,2741115004
True,-O2,-DN=512,3,0.285434844999488,2732944808
True,-O2,-DN=513,3,0.2854345983574073,2757096922
True,-O2,-DN=1000,3,0.2854348129628191,2742327304
True,-O2,-DN=1024,3,0.2854349645435027,2735807826
True,-O3,-DN=32,3,0.41936514241581224,1086091365
True,-O3,-DN=64,3,0.41936494629096444,1073143173
True,-O3,-DN=128,3,0.419364784893924,1109196035
True,-O3,-DN=256,3,0.4193643539258486,1132332414
True,-O3,-DN=512,3,0.41936542968449236,1144872397
True,-O3,-DN=513,3,0.41936530793787535,1131041364
True,-O3,-DN=1000,3,0.4193653272310504,1106660533
True,-O3,-DN=1024,3,0.41936530474452244,1106462530
False,-O0,-DN=32,3,0.07497267288328457,14864753958
False,-O0,-DN=64,3,0.07497267294855975,14875108601
False,-O0,-DN=128,3,0.07497267295423585,14948270111
False,-O0,-DN=256,3,0.07497267294146462,14920509596
False,-O0,-DN=512,3,0.07497267293578852,14870649430
False,-O0,-DN=513,3,0.07497267294714072,14859253245
False,-O0,-DN=1000,3,0.07497267292443631,14963670162
False,-O0,-DN=1024,3,0.07497267293295047,14993417639
False,-O2,-DN=32,3,0.28549939036128685,4020172585
False,-O2,-DN=64,3,0.2854993904538311,4004514460
False,-O2,-DN=128,3,0.28549938918905954,4009832444
False,-O2,-DN=256,3,0.28549939033043875,4001984303
False,-O2,-DN=512,3,0.28549939033043875,4008512871
False,-O2,-DN=513,3,0.28549939033043875,4006213837
False,-O2,-DN=1000,3,0.28549938980602124,4001220291
False,-O2,-DN=1024,3,0.2854993903921349,4007102209
False,-O3,-DN=32,3,0.4196438855221018,1104367772
False,-O3,-DN=64,3,0.419643886321501,1059430504
False,-O3,-DN=128,3,0.41964388525563534,1097083334
False,-O3,-DN=256,3,0.4196438861882678,1062648789
False,-O3,-DN=512,3,0.4196438861882678,1069745110
False,-O3,-DN=513,3,0.41964388472270253,1125619827
False,-O3,-DN=1000,3,0.4196438877870663,1012906793
False,-O3,-DN=1024,3,0.4196438871209003,1041634523
True,-O0,-DN=32,4,0.07496970151636757,14593245419
True,-O0,-DN=64,4,0.0749697048309484,14653856198
True,-O0,-DN=128,4,0.07496970047204764,14643617736
True,-O0,-DN=256,4,0.07497263455400795,14681378113
True,-O0,-DN=512,4,0.07496970671952177,14696432427
True,-O0,-DN=513,4,0.0749697004124533,14822297740
True,-O0,-DN=1000,4,0.07496970079555978,14646829354
True,-O0,-DN=1024,4,0.07496970587526845,14668810790
True,-O2,-DN=32,4,0.2854348631299641,2764145944
True,-O2,-DN=64,4,0.28543487466193473,2753724151
True,-O2,-DN=128,4,0.2854348723493737,2749332252
True,-O2,-DN=256,4,0.28543479464734467,2747679698
True,-O2,-DN=512,4,0.28543483001409625,2741215343
True,-O2,-DN=513,4,0.28546401470329796,2740706901
True,-O2,-DN=1000,4,0.2854348797495691,2736389487
True,-O2,-DN=1024,4,0.28543481219196576,2751451160
True,-O3,-DN=32,4,0.4193654331439601,1118102662
True,-O3,-DN=64,4,0.4193646137839245,1073380176
True,-O3,-DN=128,4,0.419365113542604,1118830669
True,-O3,-DN=256,4,0.41936538763865816,1144233286
True,-O3,-DN=512,4,0.41936554863699294,1133440393
True,-O3,-DN=513,4,0.4193653165865398,1117939186
True,-O3,-DN=1000,4,0.4193650564614805,1144664345
True,-O3,-DN=1024,4,0.4193654495099044,1112481825
False,-O0,-DN=32,4,0.07497267291024606,14874692642
False,-O0,-DN=64,4,0.07497267292443631,14902209323
False,-O0,-DN=128,4,0.07497267294855975,14886513950
False,-O0,-DN=256,4,0.07497267285490407,14869706845
False,-O0,-DN=512,4,0.0749726729570739,14906551819
False,-O0,-DN=513,4,0.07497267295423585,14941935986
False,-O0,-DN=1000,4,0.07497267294714072,14895599754
False,-O0,-DN=1024,4,0.07497267292585534,14865327978
False,-O2,-DN=32,4,0.28549939033043875,4006782852
False,-O2,-DN=64,4,0.28549938983686934,4009624422
False,-O2,-DN=128,4,0.28549939029959065,4016668761
False,-O2,-DN=256,4,0.2854993903921349,4010213883
False,-O2,-DN=512,4,0.28549938986771745,4014151930
False,-O2,-DN=513,4,0.2854993900219579,4014711905
False,-O2,-DN=1000,4,0.2854993902378945,4001824109
False,-O2,-DN=1024,4,0.28549939033043875,4014414069
False,-O3,-DN=32,4,0.4196438865879674,1040768360
False,-O3,-DN=64,4,0.4196438876538331,1016835559
False,-O3,-DN=128,4,0.4196438844562361,1121037623
False,-O3,-DN=256,4,0.4196438875205999,1016021067
False,-O3,-DN=512,4,0.4196438871209003,1041086846
False,-O3,-DN=513,4,0.41964388498916894,1111017590
False,-O3,-DN=1000,4,0.4196438871209003,1029917431
False,-O3,-DN=1024,4,0.4196438875205999,1014559178
True,-O0,-DN=32,5,0.07496970396399251,14681516416
True,-O0,-DN=64,5,0.07496970288987534,14677809994
True,-O0,-DN=128,5,0.07496970475007035,14656514918
True,-O0,-DN=256,5,0.07496970199312233,14909463577
True,-O0,-DN=512,5,0.07496970612783499,14593980343
True,-O0,-DN=513,5,0.07496969852671807,14688903694
True,-O0,-DN=1000,5,0.07496970056143916,14642038367
True,-O0,-DN=1024,5,0.07496970340210295,14668113758
True,-O2,-DN=32,5,0.2854348191296461,2739051894
True,-O2,-DN=64,5,0.2854806455485686,2707782997
True,-O2,-DN=128,5,0.2854347461144321,2726558376
True,-O2,-DN=256,5,0.2854346648973841,2729285011
True,-O2,-DN=512,5,0.28543481823545613,2747402944
True,-O2,-DN=513,5,0.28543489948342554,2759258386
True,-O2,-DN=1000,5,0.2854348494704385,2745010215
True,-O2,-DN=1024,5,0.2854349120637604,2752531912
True,-O3,-DN=32,5,0.4193657715067926,1100365420
True,-O3,-DN=64,5,0.41936445385075416,1154930800
True,-O3,-DN=128,5,0.4193652846530113,1146390893
True,-O3,-DN=256,5,0.4193649180830638,1101765682
True,-O3,-DN=512,5,0.41936551178033843,1133728830
True,-O3,-DN=513,5,0.41936507242822674,1105841528
True,-O3,-DN=1000,5,0.4193652890438712,1080072985
True,-O3,-DN=1024,5,0.41936496465271306,1101038033
False,-O0,-DN=32,5,0.07497267294288365,14903433678
False,-O0,-DN=64,5,0.07497267293578852,14911147420
False,-O0,-DN=128,5,0.07497267293153144,14883887183
False,-O0,-DN=256,5,0.07497267287193238,15007870082
False,-O0,-DN=512,5,0.07497267292017924,14874593945
False,-O0,-DN=513,5,0.07497267295281683,14904743707
False,-O0,-DN=1000,5,0.0749726729400456,15084745888
False,-O0,-DN=1024,5,0.07497267292869339,14883927750
False,-O2,-DN=32,5,0.2854993902378945,4014284476
False,-O2,-DN=64,5,0.28549939036128685,4003808411
False,-O2,-DN=128,5,0.28549939033043875,4014229243
False,-O2,-DN=256,5,0.285499390422983,4001552593
False,-O2,-DN=512,5,0.28549939036128685,4013143300
False,-O2,-DN=513,5,0.285499390422983,4001324276
False,-O2,-DN=1000,5,0.285499390422983,4002196124
False,-O2,-DN=1024,5,0.28549939033043875,4011503955
False,-O3,-DN=32,5,0.4196438872541335,1036805008
False,-O3,-DN=64,5,0.4196438868544338,1108989468
False,-O3,-DN=128,5,0.4196438861882678,1066591346
False,-O3,-DN=256,5,0.41964388498916894,1121850759
False,-O3,-DN=512,5,0.4196438843230029,1131028481
False,-O3,-DN=513,5,0.4196438844562361,1137663638
False,-O3,-DN=1000,5,0.41964388485593573,1118208773
False,-O3,-DN=1024,5,0.4196438844562361,1129185232
True,-O0,-DN=32,6,0.07496970609094325,14786227794
True,-O0,-DN=64,6,0.07496969398619723,14635320843
True,-O0,-DN=128,6,0.07496970063522262,14655841316
True,-O0,-DN=256,6,0.07496970184129864,14657495904
True,-O0,-DN=512,6,0.07496970466635448,14589989779
True,-O0,-DN=513,6,0.07496970818384019,14748442009
True,-O0,-DN=1000,6,0.07496970402216795,14595554969
True,-O0,-DN=1024,6,0.07496970913734988,14716716138
True,-O2,-DN=32,6,0.28543475369962573,2758308847
True,-O2,-DN=64,6,0.28543467494930175,2741795260
True,-O2,-DN=128,6,0.28543472527056873,2743383770
True,-O2,-DN=256,6,0.2854349172747328,2733485984
True,-O2,-DN=512,6,0.2854348036200768,2756720253
True,-O2,-DN=513,6,0.2854348104960884,2735933066
True,-O2,-DN=1000,6,0.2854347885113529,2749087601
True,-O2,-DN=1024,6,0.28543484435197103,2833198921
True,-O3,-DN=32,6,0.41936493059034,1117558686
True,-O3,-DN=64,6,0.41936514667361285,1119051077
True,-O3,-DN=128,6,0.41936460646584833,1130764713
True,-O3,-DN=256,6,0.41936525977147376,1253725369
True,-O3,-DN=512,6,0.41936500949264227,1121787643
True,-O3,-DN=513,6,0.419365323638528,1098446648
True,-O3,-DN=1000,6,0.4193650617837291,1114350883
True,-O3,-DN=1024,6,0.4193643391566589,1099730880
False,-O0,-DN=32,6,0.07497267294714072,14867808833
False,-O0,-DN=64,6,0.07497267287760848,14874228808
False,-O0,-DN=128,6,0.07497267293153144,14873562040
False,-O0,-DN=256,6,0.0749726729513978,14907015048
False,-O0,-DN=512,6,0.07497267293720754,14990053439
False,-O0,-DN=513,6,0.07497267295281683,15057208656
False,-O0,-DN=1000,6,0.07497267295281683,14981338064
False,-O0,-DN=1024,6,0.0749726729570739,14922067807
False,-O2,-DN=32,6,0.28549938962093274,4033081867
False,-O2,-DN=64,6,0.285499390422983,4000387852
False,-O2,-DN=128,6,0.2854993903921349,4007976988
False,-O2,-DN=256,6,0.2854993903921349,4012938520
False,-O2,-DN=512,6,0.28549939011450215,4003205421
False,-O2,-DN=513,6,0.28549939036128685,4014205954
False,-O2,-DN=1000,6,0.2854993904538311,4058916029
False,-O2,-DN=1024,6,0.2854993903921349,4018096559
False,-O3,-DN=32,6,0.4196438873873667,1092233414
False,-O3,-DN=64,6,0.4196438872541335,1062222714
False,-O3,-DN=128,6,0.4196438855221018,1094862724
False,-O3,-DN=256,6,0.419643885655335,1120329892
False,-O3,-DN=512,6,0.4196438855221018,1096726847
False,-O3,-DN=513,6,0.4196438867212006,1131206741
False,-O3,-DN=1000,6,0.4196438855221018,1102723467
False,-O3,-DN=1024,6,0.4196438872541335,1046493728
True,-O0,-DN=32,7,0.07496970455142253,14650755669
True,-O0,-DN=64,7,0.07496970146954345,14595490238
True,-O0,-DN=128,7,0.07496969357187472,14589734386
True,-O0,-DN=256,7,0.07496970403635708,14770564159
True,-O0,-DN=512,7,0.07496970360784534,14735821248
True,-O0,-DN=513,7,0.07496970242163405,14720214958
True,-O0,-DN=1000,7,0.07496969638983537,14673646853
True,-O0,-DN=1024,7,0.07496970149224605,14754598228
True,-O2,-DN=32,7,0.28543481610790084,2731160043
True,-O2,-DN=64,7,0.28543484721954615,2743409343
True,-O2,-DN=128,7,0.28543478607545675,2697461040
True,-O2,-DN=256,7,0.28543472675060627,2702317908
True,-O2,-DN=512,7,0.28543484561617083,2746151730
True,-O2,-DN=513,7,0.28543486223577386,2750754588
True,-O2,-DN=1000,7,0.2854348214113721,2723052759
True,-O2,-DN=1024,7,0.28543481826629025,2740977092
True,-O3,-DN=32,7,0.419365123521823,1098130633
True,-O3,-DN=64,7,0.41936553320243647,1116070123
True,-O3,-DN=128,7,0.4193653451936632,1097151854
True,-O3,-DN=256,7,0.41936543168033913,1097447259
True,-O3,-DN=512,7,0.419365018540463,1122849408
True,-O3,-DN=513,7,0.419368246375414,1176296401
True,-O3,-DN=1000,7,0.41936534359698646,1172371012
True,-O3,-DN=1024,7,0.4193651259168356,1123570673
False,-O0,-DN=32,7,0.07497267295565488,14882035563
False,-O0,-DN=64,7,0.07497267288044653,14891473433
False,-O0,-DN=128,7,0.07497267293578852,14905878334
False,-O0,-DN=256,7,0.07497267295849293,14903303435
False,-O0,-DN=512,7,0.0749726729513978,14906861387
False,-O0,-DN=513,7,0.0749726729513978,14907631700
False,-O0,-DN=1000,7,0.07497267292017924,14896606325
False,-O0,-DN=1024,7,0.0749726727115825,14882498184
False,-O2,-DN=32,7,0.285499390422983,4006935169
False,-O2,-DN=64,7,0.28549939036128685,3998491102
False,-O2,-DN=128,7,0.2854993903921349,3999790358
False,-O2,-DN=256,7,0.2854993903921349,4010241439
False,-O2,-DN=512,7,0.285499390422983,4003618597
False,-O2,-DN=513,7,0.28549939033043875,4003145431
False,-O2,-DN=1000,7,0.28549939005280595,4002543645
False,-O2,-DN=1024,7,0.2854993903921349,4003599676
False,-O3,-DN=32,7,0.419643886987667,1037214048
False,-O3,-DN=64,7,0.4196438871209003,1051612040
False,-O3,-DN=128,7,0.4196438872541335,1035888347
False,-O3,-DN=256,7,0.4196438872541335,1039406119
False,-O3,-DN=512,7,0.4196438871209003,1035734018
False,-O3,-DN=513,7,0.4196438872541335,1086755087
False,-O3,-DN=1000,7,0.4196438871209003,1037495082
False,-O3,-DN=1024,7,0.4196438868544338,1107575189
True,-O0,-DN=32,8,0.07496970082251914,14632034142
True,-O0,-DN=64,8,0.07496969587760786,14645155408
True,-O0,-DN=128,8,0.07496970700614224,14834001267
True,-O0,-DN=256,8,0.07496970830728564,14780033080
True,-O0,-DN=512,8,0.07496970392851969,14647314129
True,-O0,-DN=513,8,0.07496971043139879,14648286935
True,-O0,-DN=1000,8,0.07496970074022219,14783285986
True,-O0,-DN=1024,8,0.07496970286007817,14650477453
True,-O2,-DN=32,8,0.28543482902740386,2830142819
True,-O2,-DN=64,8,0.28543483972684996,2701556436
True,-O2,-DN=128,8,0.28543485841233995,2733952859
True,-O2,-DN=256,8,0.2854348427177616,2728857004
True,-O2,-DN=512,8,0.2854348954133174,2700458569
True,-O2,-DN=513,8,0.2854348930082536,2698411070
True,-O2,-DN=1000,8,0.2854349132971266,2841474748
True,-O2,-DN=1024,8,0.28543480383591574,2732913981
True,-O3,-DN=32,8,0.4193645653515705,1121867894
True,-O3,-DN=64,8,0.4193651951061011,1104214668
True,-O3,-DN=128,8,0.41964366941795217,1245159172
True,-O3,-DN=256,8,0.41936542848698427,1104509562
True,-O3,-DN=512,8,0.419365627140358,1130151148
True,-O3,-DN=513,8,0.41936532669882487,1149592648
True,-O3,-DN=1000,8,0.41936533574665924,1069777059
True,-O3,-DN=1024,8,0.41936553120658876,1088038095
False,-O0,-DN=32,8,0.07497267292017924,14899279023
False,-O0,-DN=64,8,0.07497267294146462,14889324489
False,-O0,-DN=128,8,0.07497267293862657,14916886958
False,-O0,-DN=256,8,0.0749726729400456,14874075312
False,-O0,-DN=512,8,0.07497267288044653,14894202210
False,-O0,-DN=513,8,0.07497267292443631,15028359803
False,-O0,-DN=1000,8,0.0749726729400456,14911652810
False,-O0,-DN=1024,8,0.07497267293862657,14916633678
False,-O2,-DN=32,8,0.2854993902070464,4007427294
False,-O2,-DN=64,8,0.28549939029959065,4002722862
False,-O2,-DN=128,8,0.28549939026874255,4018502749
False,-O2,-DN=256,8,0.28549939036128685,4006347574
False,-O2,-DN=512,8,0.28549939026874255,4010466565
False,-O2,-DN=513,8,0.28549939029959065,4007138626
False,-O2,-DN=1000,8,0.28549939026874255,4003879463
False,-O2,-DN=1024,8,0.28549939036128685,4008012846
False,-O3,-DN=32,8,0.4196438843230029,1137455973
False,-O3,-DN=64,8,0.4196438871209003,1098778632
False,-O3,-DN=128,8,0.419643886321501,1080781922
False,-O3,-DN=256,8,0.4196438871209003,1077641160
False,-O3,-DN=512,8,0.419643886321501,1063652964
False,-O3,-DN=513,8,0.4196438872541335,1083437537
False,-O3,-DN=1000,8,0.4196438844562361,1118077777
False,-O3,-DN=1024,8,0.4196438872541335,1026847663
True,-O0,-DN=32,9,0.07496969437639821,14762404618
True,-O0,-DN=64,9,0.07496970043373699,14645429441
True,-O0,-DN=128,9,0.07496969497376046,14649055613
True,-O0,-DN=256,9,0.07496970248264731,14754746665
True,-O0,-DN=512,9,0.07496970344183251,14662012538
True,-O0,-DN=513,9,0.07496971125578743,14641851198
True,-O0,-DN=1000,9,0.07496970107224782,14752460642
True,-O0,-DN=1024,9,0.07496970218041885,14602711873
True,-O2,-DN=32,9,0.285434879718735,2754798801
True,-O2,-DN=64,9,0.28543468663542776,2771629943
True,-O2,-DN=128,9,0.28543492504494045,2754939583
True,-O2,-DN=256,9,0.2854349012101381,2737868363
True,-O2,-DN=512,9,0.2854348242481126,2750309711
True,-O2,-DN=513,9,0.28543492378074,2764980007
True,-O2,-DN=1000,9,0.2854348069809972,2791160630
True,-O2,-DN=1024,9,0.28543489038735076,2748089379
True,-O3,-DN=32,9,0.4193657274650403,1145000897
True,-O3,-DN=64,9,0.41936526722262907,1095679154
True,-O3,-DN=128,9,0.41936537992138573,1119009546
True,-O3,-DN=256,9,0.41936536368850325,1100011982
True,-O3,-DN=512,9,0.419365366216575,1095000348
True,-O3,-DN=513,9,0.41955100563327224,1120629447
True,-O3,-DN=1000,9,0.4193654693353184,1101433816
True,-O3,-DN=1024,9,0.4193653861750375,1097888263
False,-O0,-DN=32,9,0.07497267291166508,14869429207
False,-O0,-DN=64,9,0.07497267294855975,14870993260
False,-O0,-DN=128,9,0.07497267291876021,14916038570
False,-O0,-DN=256,9,0.07497267295849293,14918843689
False,-O0,-DN=512,9,0.07497267295565488,14900084962
False,-O0,-DN=513,9,0.07497267293436949,14911766821
False,-O0,-DN=1000,9,0.0749726729457217,14900809029
False,-O0,-DN=1024,9,0.07497267295565488,14925986258
False,-O2,-DN=32,9,0.28549939033043875,4006385738
False,-O2,-DN=64,9,0.28549939029959065,4018090037
False,-O2,-DN=128,9,0.2854993903921349,4009306862
False,-O2,-DN=256,9,0.28549939036128685,4007871916
False,-O2,-DN=512,9,0.2854993897751732,4052312723
False,-O2,-DN=513,9,0.28549939029959065,4001493970
False,-O2,-DN=1000,9,0.2854993903921349,4000164031
False,-O2,-DN=1024,9,0.2854993903921349,4000143852
False,-O3,-DN=32,9,0.419643886987667,1025656645
False,-O3,-DN=64,9,0.4196438877870663,1020832720
False,-O3,-DN=128,9,0.4196438872541335,1030205386
False,-O3,-DN=256,9,0.4196438876538331,1050366895
False,-O3,-DN=512,9,0.419643886987667,1115099460
False,-O3,-DN=513,9,0.41964388538886854,1097546619
False,-O3,-DN=1000,9,0.4196438867212006,1130348423
False,-O3,-DN=1024,9,0.4196438877870663,1043240670
True,-O0,-DN=32,10,0.07496970334534643,14666609356
True,-O0,-DN=64,10,0.07496970304737469,14670759930
True,-O0,-DN=128,10,0.07496970543398647,14675548697
True,-O0,-DN=256,10,0.07496970088353239,14685852049
True,-O0,-DN=512,10,0.07496970759073446,14695745905
True,-O0,-DN=513,10,0.07496970175758277,14636050668
True,-O0,-DN=1000,10,0.07496970551912126,14640732835
True,-O0,-DN=1024,10,0.0749696997100914,14634026135
True,-O2,-DN=32,10,0.2854349311809381,2805370080
True,-O2,-DN=64,10,0.2854528132461493,2773523472
True,-O2,-DN=128,10,0.2854348042059253,2740337619
True,-O2,-DN=256,10,0.28543478696964647,2755447106
True,-O2,-DN=512,10,0.2854349339560125,2692360855
True,-O2,-DN=513,10,0.28543484592451224,2832478350
True,-O2,-DN=1000,10,0.2854347929514675,2736926040
True,-O2,-DN=1024,10,0.28543488237047177,2714123811
True,-O3,-DN=32,10,0.4193654894268472,1154210668
True,-O3,-DN=64,10,0.4193645661499059,1122170912
True,-O3,-DN=128,10,0.41936469188777165,1132083277
True,-O3,-DN=256,10,0.41936516437009763,1100320614
True,-O3,-DN=512,10,0.4193651243201605,1148016832
True,-O3,-DN=513,10,0.4193647319376262,1131574418
True,-O3,-DN=1000,10,0.41936542516057307,1100017574
True,-O3,-DN=1024,10,0.4193649739666442,1111215831
False,-O0,-DN=32,10,0.0749726729457217,14885431197
False,-O0,-DN=64,10,0.07497267294855975,14876700365
False,-O0,-DN=128,10,0.0749726728903797,14945174726
False,-O0,-DN=256,10,0.07497267288186556,14884531641
False,-O0,-DN=512,10,0.07497267294997877,14891364457
False,-O0,-DN=513,10,0.07497267295281683,14907618066
False,-O0,-DN=1000,10,0.07497267295849293,14870104153
False,-O0,-DN=1024,10,0.07497267288328457,14900063204
False,-O2,-DN=32,10,0.28549939026874255,3999764169
False,-O2,-DN=64,10,0.28549939026874255,4008170921
False,-O2,-DN=128,10,0.2854993903921349,4008412651
False,-O2,-DN=256,10,0.2854993902378945,4001463685
False,-O2,-DN=512,10,0.2854993903921349,4002701467
False,-O2,-DN=513,10,0.28549939029959065,4006034479
False,-O2,-DN=1000,10,0.28549939033043875,4001833975
False,-O2,-DN=1024,10,0.28549939036128685,4006911203
False,-O3,-DN=32,10,0.4196438861882678,1065612184
False,-O3,-DN=64,10,0.4196438872541335,1029027929
False,-O3,-DN=128,10,0.4196438879202995,1008265328
False,-O3,-DN=256,10,0.4196438864547342,1069085647
False,-O3,-DN=512,10,0.4196438876538331,1012947739
False,-O3,-DN=513,10,0.4196438871209003,1030274558
False,-O3,-DN=1000,10,0.4196438871209003,1050119468
False,-O3,-DN=1024,10,0.4196438871209003,1029511391
